date,county,county_iso,city,place_type,cases,deaths,estimated_population_2019,area_km2,confirmed_per_100k_inhabitants,critical
2020-03-11,Jämtland Härjedalen,SE-Z,,county,1,0,130280,49341.2,0.7675775253300583,
2020-03-12,Jämtland Härjedalen,SE-Z,,county,3,0,130280,49341.2,2.302732575990175,
2020-03-13,Jämtland Härjedalen,SE-Z,,county,5,0,130280,49341.2,3.837887626650292,
2020-03-14,Jämtland Härjedalen,SE-Z,,county,11,0,130280,49341.2,8.443352778630642,
2020-03-15,Jämtland Härjedalen,SE-Z,,county,11,0,130280,49341.2,8.443352778630642,
2020-03-16,Jämtland Härjedalen,SE-Z,,county,19,0,130280,49341.2,14.583972981271108,
2020-03-17,Jämtland Härjedalen,SE-Z,,county,22,0,130280,49341.2,16.886705557261283,
2020-03-18,Jämtland Härjedalen,SE-Z,,county,22,0,130280,49341.2,16.886705557261283,
2020-03-19,Jämtland Härjedalen,SE-Z,,county,24,0,130280,49341.2,18.4218606079214,
2020-03-20,Jämtland Härjedalen,SE-Z,,county,27,0,130280,49341.2,20.724593183911573,
2020-03-21,Jämtland Härjedalen,SE-Z,,county,30,0,130280,49341.2,23.02732575990175,
2020-03-22,Jämtland Härjedalen,SE-Z,,county,40,0,130280,49341.2,30.703101013202335,
2020-03-23,Jämtland Härjedalen,SE-Z,,county,49,0,130280,49341.2,37.61129874117285,
2020-03-24,Jämtland Härjedalen,SE-Z,,county,55,0,130280,49341.2,42.21676389315321,
2020-03-25,Jämtland Härjedalen,SE-Z,,county,59,0,130280,49341.2,45.28707399447344,
2020-03-26,Jämtland Härjedalen,SE-Z,,county,60,0,130280,49341.2,46.0546515198035,
2020-03-27,Jämtland Härjedalen,SE-Z,,county,68,0,130280,49341.2,51.9837951660156,
2020-03-28,Jämtland Härjedalen,SE-Z,,county,71,0,130280,49341.2,54.2771949768066,
2020-03-29,Jämtland Härjedalen,SE-Z,,county,77,0,130280,49341.2,58.8640022277832,
2020-03-30,Jämtland Härjedalen,SE-Z,,county,77,0,130280,49341.2,58.8640022277832,1
2020-03-31,Jämtland Härjedalen,SE-Z,,county,81,0,130280,49341.2,61.9218711853027,1
2020-04-01,Jämtland Härjedalen,SE-Z,,county,82,0,130280,49341.2,62.6863403320313,1
2020-04-02,Jämtland Härjedalen,SE-Z,,county,82,0,130280,49341.2,62.6863403320313,1
2020-04-03,Jämtland Härjedalen,SE-Z,,county,84,0,130280,49341.2,64.2152709960938,1
2020-04-04,Jämtland Härjedalen,SE-Z,,county,86,0,130280,49341.2,65.7442092895508,2
2020-04-05,Jämtland Härjedalen,SE-Z,,county,89,0,130280,49341.2,68.0376129150391,3
2020-04-06,Jämtland Härjedalen,SE-Z,,county,90,0,130280,49341.2,68.8020782470703,3
2020-04-07,Jämtland Härjedalen,SE-Z,,county,92,0,130280,49341.2,70.3310165405274,3
2020-04-08,Jämtland Härjedalen,SE-Z,,county,97,0,130280,49341.2,74.1533508300781,3
2020-04-09,Jämtland Härjedalen,SE-Z,,county,107,0,130280,49341.2,81.7980270385742,3
2020-04-10,Jämtland Härjedalen,SE-Z,,county,115,0,130280,49341.2,87.9137649536133,3
2020-04-11,Jämtland Härjedalen,SE-Z,,county,123,0,130280,49341.2,94.0295104980469,4
2020-04-12,Jämtland Härjedalen,SE-Z,,county,123,0,130280,49341.2,94.0295104980469,4
