date,county,county_iso,city,place_type,cases,deaths,estimated_population_2019,area_km2,confirmed_per_100k_inhabitants,critical
2020-03-12,Dalarna,SE-W,,county,1,0,287191,28188.8,0.34820032661190636,
2020-03-13,Dalarna,SE-W,,county,3,0,287191,28188.8,1.044600979835719,
2020-03-14,Dalarna,SE-W,,county,4,0,287191,28188.8,1.3928013064476255,
2020-03-15,Dalarna,SE-W,,county,4,0,287191,28188.8,1.3928013064476255,
2020-03-16,Dalarna,SE-W,,county,4,0,287191,28188.8,1.3928013064476255,
2020-03-17,Dalarna,SE-W,,county,4,0,287191,28188.8,1.3928013064476255,
2020-03-18,Dalarna,SE-W,,county,8,0,287191,28188.8,2.785602612895251,
2020-03-19,Dalarna,SE-W,,county,8,0,287191,28188.8,2.785602612895251,
2020-03-20,Dalarna,SE-W,,county,11,0,287191,28188.8,3.8302035927309697,
2020-03-21,Dalarna,SE-W,,county,16,0,287191,28188.8,5.571205225790502,
2020-03-22,Dalarna,SE-W,,county,16,0,287191,28188.8,5.571205225790502,
2020-03-23,Dalarna,SE-W,,county,17,0,287191,28188.8,5.9194055524024085,
2020-03-24,Dalarna,SE-W,,county,30,1,287191,28188.8,10.446009798357192,
2020-03-25,Dalarna,SE-W,,county,40,1,287191,28188.8,13.928013064476254,
2020-03-26,Dalarna,SE-W,,county,52,1,287191,28188.8,18.10641698381913,
2020-03-27,Dalarna,SE-W,,county,61,2,287191,28188.8,21.1830558776855,7
2020-03-28,Dalarna,SE-W,,county,76,4,287191,28188.8,26.3920040130615,8
2020-03-29,Dalarna,SE-W,,county,82,4,287191,28188.8,28.4755840301514,8
2020-03-30,Dalarna,SE-W,,county,82,7,287191,28188.8,28.4755840301514,8
2020-03-31,Dalarna,SE-W,,county,97,9,287191,28188.8,33.6845321655273,9
2020-04-01,Dalarna,SE-W,,county,118,9,287191,28188.8,40.9770584106445,9
2020-04-02,Dalarna,SE-W,,county,134,13,287191,28188.8,46.5332717895508,10
2020-04-03,Dalarna,SE-W,,county,147,14,287191,28188.8,51.0476913452148,10
2020-04-04,Dalarna,SE-W,,county,163,16,287191,28188.8,56.6039047241211,11
2020-04-05,Dalarna,SE-W,,county,177,16,287191,28188.8,61.4655914306641,11
2020-04-06,Dalarna,SE-W,,county,186,21,287191,28188.8,64.5909576416016,12
2020-04-07,Dalarna,SE-W,,county,215,22,287191,28188.8,74.6615905761719,12
2020-04-08,Dalarna,SE-W,,county,237,27,287191,28188.8,82.301383972168,13
2020-04-09,Dalarna,SE-W,,county,266,33,287191,28188.8,92.3720169067383,13
2020-04-10,Dalarna,SE-W,,county,296,35,287191,28188.8,102.789909362793,18
2020-04-11,Dalarna,SE-W,,county,313,36,287191,28188.8,108.693389892578,18
2020-04-12,Dalarna,SE-W,,county,316,37,287191,28188.8,109.735176086426,17
