date,county,county_iso,city,place_type,cases,deaths,estimated_population_2019,area_km2,confirmed_per_100k_inhabitants,critical
2020-03-01,Uppsala,SE-C,,county,2,0,376354,8207.2,0.5314145724504057,
2020-03-02,Uppsala,SE-C,,county,2,0,376354,8207.2,0.5314145724504057,
2020-03-03,Uppsala,SE-C,,county,2,0,376354,8207.2,0.5314145724504057,
2020-03-05,Uppsala,SE-C,,county,2,0,376354,8207.2,0.5314145724504057,
2020-03-06,Uppsala,SE-C,,county,4,0,376354,8207.2,1.0628291449008114,
2020-03-07,Uppsala,SE-C,,county,5,0,376354,8207.2,1.3285364311260144,
2020-03-09,Uppsala,SE-C,,county,9,0,376354,8207.2,2.3913655760268258,
2020-03-10,Uppsala,SE-C,,county,8,0,376354,8207.2,2.1256582898016227,
2020-03-11,Uppsala,SE-C,,county,12,0,376354,8207.2,3.1884874347024343,
2020-03-12,Uppsala,SE-C,,county,15,0,376354,8207.2,3.985609293378043,
2020-03-13,Uppsala,SE-C,,county,25,0,376354,8207.2,6.642682155630072,
2020-03-14,Uppsala,SE-C,,county,36,0,376354,8207.2,9.565462304107303,
2020-03-15,Uppsala,SE-C,,county,38,0,376354,8207.2,10.096876876557708,
2020-03-16,Uppsala,SE-C,,county,38,0,376354,8207.2,10.096876876557708,
2020-03-17,Uppsala,SE-C,,county,43,0,376354,8207.2,11.425413307683723,
2020-03-18,Uppsala,SE-C,,county,52,0,376354,8207.2,13.81677888371055,
2020-03-19,Uppsala,SE-C,,county,67,0,376354,8207.2,17.80238817708859,
2020-03-20,Uppsala,SE-C,,county,73,0,376354,8207.2,19.39663189443981,
2020-03-21,Uppsala,SE-C,,county,74,0,376354,8207.2,19.662339180665015,
2020-03-22,Uppsala,SE-C,,county,77,0,376354,8207.2,20.45946103934062,
2020-03-23,Uppsala,SE-C,,county,82,0,376354,8207.2,21.787997470466635,
2020-03-24,Uppsala,SE-C,,county,93,3,376354,8207.2,24.710777618943865,
2020-03-25,Uppsala,SE-C,,county,102,3,376354,8207.2,27.102143194970694,
2020-03-26,Uppsala,SE-C,,county,117,3,376354,8207.2,31.087752488348734,
2020-03-27,Uppsala,SE-C,,county,129,3,376354,8207.2,33.6188774108887,8
2020-03-28,Uppsala,SE-C,,county,149,3,376354,8207.2,38.8311042785645,9
2020-03-29,Uppsala,SE-C,,county,156,3,376354,8207.2,40.6553840637207,9
2020-03-30,Uppsala,SE-C,,county,160,3,376354,8207.2,41.6978302001953,11
2020-03-31,Uppsala,SE-C,,county,183,6,376354,8207.2,47.69189453125,11
2020-04-01,Uppsala,SE-C,,county,194,7,376354,8207.2,50.5586204528809,14
2020-04-02,Uppsala,SE-C,,county,222,7,376354,8207.2,57.8557395935059,16
2020-04-03,Uppsala,SE-C,,county,247,9,376354,8207.2,64.3710250854492,23
2020-04-04,Uppsala,SE-C,,county,274,9,376354,8207.2,71.4075393676758,22
2020-04-05,Uppsala,SE-C,,county,293,9,376354,8207.2,76.3591537475586,26
2020-04-06,Uppsala,SE-C,,county,308,9,376354,8207.2,80.2683258056641,30
2020-04-07,Uppsala,SE-C,,county,332,10,376354,8207.2,86.5230026245117,34
2020-04-08,Uppsala,SE-C,,county,378,10,376354,8207.2,98.5111236572266,33
2020-04-09,Uppsala,SE-C,,county,412,14,376354,8207.2,107.371917724609,39
2020-04-10,Uppsala,SE-C,,county,431,30,376354,8207.2,112.323532104492,41
2020-04-11,Uppsala,SE-C,,county,437,30,376354,8207.2,113.887199401855,40
2020-04-12,Uppsala,SE-C,,county,449,30,376354,8207.2,117.014541625977,41
2020-04-13,Uppsala,SE-C,,county,465,30,376354,8207.2,121.184326171875,40
