date,region,region_iso,province,city,place_type,cases,deaths
2020-04-08,Aysén,CL-AI,,,region,7,0
2020-04-09,Aysén,CL-AI,,,region,7,0
2020-04-10,Aysén,CL-AI,,,region,7,0
2020-04-11,Aysén,CL-AI,,,region,7,0
2020-04-12,Aysén,CL-AI,,,region,7,0
2020-04-13,Aysén,CL-AI,,,region,7,0
2020-04-14,Aysén,CL-AI,,,region,7,0
2020-04-15,Aysén,CL-AI,,,region,7,0
2020-04-16,Aysén,CL-AI,,,region,7,0
2020-04-17,Aysén,CL-AI,,,region,7,0
2020-04-18,Aysén,CL-AI,,,region,7,0
2020-04-19,Aysén,CL-AI,,,region,7,0
2020-04-20,Aysén,CL-AI,,,region,7,0
2020-04-21,Aysén,CL-AI,,,region,7,0
2020-04-22,Aysén,CL-AI,,,region,7,0
2020-04-23,Aysén,CL-AI,,,region,7,0
2020-04-24,Aysén,CL-AI,,,region,7,0
2020-04-25,Aysén,CL-AI,,,region,7,0
2020-04-26,Aysén,CL-AI,,,region,7,0
2020-04-27,Aysén,CL-AI,,,region,7,0
2020-04-28,Aysén,CL-AI,,,region,7,0
2020-04-29,Aysén,CL-AI,,,region,7,0
2020-04-30,Aysén,CL-AI,,,region,7,0
2020-05-01,Aysén,CL-AI,,,region,7,0
2020-05-02,Aysén,CL-AI,,,region,7,0
2020-05-03,Aysén,CL-AI,,,region,7,0
2020-05-04,Aysén,CL-AI,,,region,7,0
2020-05-05,Aysén,CL-AI,,,region,7,0
2020-05-06,Aysén,CL-AI,,,region,7,0
2020-05-07,Aysén,CL-AI,,,region,8,0
2020-05-08,Aysén,CL-AI,,,region,8,0
2020-05-09,Aysén,CL-AI,,,region,8,0
2020-05-10,Aysén,CL-AI,,,region,8,0
2020-05-11,Aysén,CL-AI,,,region,8,0
2020-05-12,Aysén,CL-AI,,,region,8,0
2020-05-13,Aysén,CL-AI,,,region,8,0
2020-05-14,Aysén,CL-AI,,,region,8,0
2020-05-15,Aysén,CL-AI,,,region,8,0
2020-05-16,Aysén,CL-AI,,,region,8,0
2020-05-17,Aysén,CL-AI,,,region,8,0
2020-05-18,Aysén,CL-AI,,,region,8,0
2020-05-19,Aysén,CL-AI,,,region,8,0
2020-05-20,Aysén,CL-AI,,,region,8,0
2020-05-21,Aysén,CL-AI,,,region,8,0
2020-05-22,Aysén,CL-AI,,,region,8,0
2020-05-23,Aysén,CL-AI,,,region,8,0
2020-05-24,Aysén,CL-AI,,,region,8,0
2020-05-25,Aysén,CL-AI,,,region,10,0
2020-05-26,Aysén,CL-AI,,,region,10,0
