date,iso,region,city,place_type,cases,deaths
2020-04-06,PE-AYA,Ayacucho,,departamento,3,0
2020-04-26,PE-AYA,Ayacucho,,departamento,53,0
2020-04-27,PE-AYA,Ayacucho,,departamento,60,0
2020-04-28,PE-AYA,Ayacucho,,departamento,72,0
2020-04-29,PE-AYA,Ayacucho,,departamento,72,0
2020-05-03,PE-AYA,Ayacucho,,departamento,135,0
2020-05-04,PE-AYA,Ayacucho,,departamento,143,0
2020-05-05,PE-AYA,Ayacucho,,departamento,181,0
2020-05-06,PE-AYA,Ayacucho,,departamento,181,0
2020-05-07,PE-AYA,Ayacucho,,departamento,189,0
2020-05-08,PE-AYA,Ayacucho,,departamento,203,0
2020-05-09,PE-AYA,Ayacucho,,departamento,203,0
2020-05-10,PE-AYA,Ayacucho,,departamento,254,0
2020-05-11,PE-AYA,Ayacucho,,departamento,258,0
2020-05-12,PE-AYA,Ayacucho,,departamento,270,0
2020-05-13,PE-AYA,Ayacucho,,departamento,278,0
2020-05-14,PE-AYA,Ayacucho,,departamento,303,0
2020-05-15,PE-AYA,Ayacucho,,departamento,322,3
2020-05-16,PE-AYA,Ayacucho,,departamento,367,3
2020-05-17,PE-AYA,Ayacucho,,departamento,367,3
2020-05-18,PE-AYA,Ayacucho,,departamento,406,3
2020-05-19,PE-AYA,Ayacucho,,departamento,426,3
2020-05-20,PE-AYA,Ayacucho,,departamento,426,3
2020-05-21,PE-AYA,Ayacucho,,departamento,440,3
2020-05-22,PE-AYA,Ayacucho,,departamento,455,3
2020-05-23,PE-AYA,Ayacucho,,departamento,479,3
2020-05-24,PE-AYA,Ayacucho,,departamento,537,3
2020-05-25,PE-AYA,Ayacucho,,departamento,537,3
2020-05-26,PE-AYA,Ayacucho,,departamento,571,6
2020-05-27,PE-AYA,Ayacucho,,departamento,605,6
2020-05-28,PE-AYA,Ayacucho,,departamento,622,6
2020-05-29,PE-AYA,Ayacucho,,departamento,639,6
2020-05-30,PE-AYA,Ayacucho,,departamento,712,7
2020-05-31,PE-AYA,Ayacucho,,departamento,712,7
2020-06-01,PE-AYA,Ayacucho,,departamento,748,7
2020-06-02,PE-AYA,Ayacucho,,departamento,762,7
2020-06-03,PE-AYA,Ayacucho,,departamento,826,7
2020-06-04,PE-AYA,Ayacucho,,departamento,862,7
2020-06-05,PE-AYA,Ayacucho,,departamento,862,7
2020-06-06,PE-AYA,Ayacucho,,departamento,886,8
2020-06-07,PE-AYA,Ayacucho,,departamento,910,8
2020-06-08,PE-AYA,Ayacucho,,departamento,915,8
2020-06-09,PE-AYA,Ayacucho,,departamento,958,8
2020-06-10,PE-AYA,Ayacucho,,departamento,958,8
2020-06-11,PE-AYA,Ayacucho,,departamento,995,8
2020-06-12,PE-AYA,Ayacucho,,departamento,1028,11
2020-06-13,PE-AYA,Ayacucho,,departamento,1071,11
2020-06-14,PE-AYA,Ayacucho,,departamento,1157,11
2020-06-15,PE-AYA,Ayacucho,,departamento,1157,11
2020-06-16,PE-AYA,Ayacucho,,departamento,1171,11
2020-06-17,PE-AYA,Ayacucho,,departamento,1296,11
2020-06-18,PE-AYA,Ayacucho,,departamento,1331,11
2020-06-19,PE-AYA,Ayacucho,,departamento,1331,11
2020-06-20,PE-AYA,Ayacucho,,departamento,1454,13
2020-06-21,PE-AYA,Ayacucho,,departamento,1454,13
2020-06-22,PE-AYA,Ayacucho,,departamento,1522,13
2020-06-23,PE-AYA,Ayacucho,,departamento,1569,16
2020-06-24,PE-AYA,Ayacucho,,departamento,1569,16
2020-06-25,PE-AYA,Ayacucho,,departamento,1644,21
2020-06-26,PE-AYA,Ayacucho,,departamento,1644,21
2020-06-27,PE-AYA,Ayacucho,,departamento,1717,22
2020-06-28,PE-AYA,Ayacucho,,departamento,1717,22
2020-06-29,PE-AYA,Ayacucho,,departamento,1743,24
2020-06-30,PE-AYA,Ayacucho,,departamento,1747,25
2020-07-01,PE-AYA,Ayacucho,,departamento,1829,26
2020-07-02,PE-AYA,Ayacucho,,departamento,1865,26
2020-07-03,PE-AYA,Ayacucho,,departamento,1910,27
2020-07-04,PE-AYA,Ayacucho,,departamento,1910,27
2020-07-05,PE-AYA,Ayacucho,,departamento,1934,28
2020-07-06,PE-AYA,Ayacucho,,departamento,1982,29
2020-07-07,PE-AYA,Ayacucho,,departamento,2046,31
2020-07-08,PE-AYA,Ayacucho,,departamento,2046,31
2020-07-09,PE-AYA,Ayacucho,,departamento,2130,32
2020-07-10,PE-AYA,Ayacucho,,departamento,2130,32
2020-07-11,PE-AYA,Ayacucho,,departamento,2178,33
2020-07-12,PE-AYA,Ayacucho,,departamento,2243,34
2020-07-13,PE-AYA,Ayacucho,,departamento,2311,36
2020-07-14,PE-AYA,Ayacucho,,departamento,2311,36
2020-07-15,PE-AYA,Ayacucho,,departamento,2346,37
2020-07-16,PE-AYA,Ayacucho,,departamento,2517,41
2020-07-17,PE-AYA,Ayacucho,,departamento,2517,41
2020-07-18,PE-AYA,Ayacucho,,departamento,2604,43
2020-07-19,PE-AYA,Ayacucho,,departamento,2791,43
2020-07-20,PE-AYA,Ayacucho,,departamento,2791,43
2020-07-21,PE-AYA,Ayacucho,,departamento,2822,44
2020-07-22,PE-AYA,Ayacucho,,departamento,2936,46
2020-07-23,PE-AYA,Ayacucho,,departamento,3101,69
2020-07-24,PE-AYA,Ayacucho,,departamento,3101,69
