date,iso,region,city,place_type,cases,deaths
2020-04-26,PE-PUN,Puno,,departamento,69,0
2020-04-27,PE-PUN,Puno,,departamento,69,0
2020-04-28,PE-PUN,Puno,,departamento,88,0
2020-04-29,PE-PUN,Puno,,departamento,88,0
2020-05-03,PE-PUN,Puno,,departamento,135,0
2020-05-04,PE-PUN,Puno,,departamento,142,1
2020-05-05,PE-PUN,Puno,,departamento,144,1
2020-05-06,PE-PUN,Puno,,departamento,144,1
2020-05-07,PE-PUN,Puno,,departamento,158,1
2020-05-08,PE-PUN,Puno,,departamento,164,1
2020-05-09,PE-PUN,Puno,,departamento,164,1
2020-05-10,PE-PUN,Puno,,departamento,166,1
2020-05-11,PE-PUN,Puno,,departamento,173,1
2020-05-12,PE-PUN,Puno,,departamento,180,1
2020-05-13,PE-PUN,Puno,,departamento,185,1
2020-05-14,PE-PUN,Puno,,departamento,189,1
2020-05-15,PE-PUN,Puno,,departamento,192,1
2020-05-16,PE-PUN,Puno,,departamento,201,1
2020-05-17,PE-PUN,Puno,,departamento,201,1
2020-05-18,PE-PUN,Puno,,departamento,214,1
2020-05-19,PE-PUN,Puno,,departamento,208,1
2020-05-20,PE-PUN,Puno,,departamento,208,1
2020-05-21,PE-PUN,Puno,,departamento,217,1
2020-05-22,PE-PUN,Puno,,departamento,225,1
2020-05-23,PE-PUN,Puno,,departamento,232,1
2020-05-24,PE-PUN,Puno,,departamento,257,6
2020-05-25,PE-PUN,Puno,,departamento,257,6
2020-05-26,PE-PUN,Puno,,departamento,263,6
2020-05-27,PE-PUN,Puno,,departamento,300,6
2020-05-28,PE-PUN,Puno,,departamento,322,6
2020-05-29,PE-PUN,Puno,,departamento,322,6
2020-05-30,PE-PUN,Puno,,departamento,333,7
2020-05-31,PE-PUN,Puno,,departamento,333,7
2020-06-01,PE-PUN,Puno,,departamento,392,7
2020-06-02,PE-PUN,Puno,,departamento,386,7
2020-06-03,PE-PUN,Puno,,departamento,398,8
2020-06-04,PE-PUN,Puno,,departamento,422,8
2020-06-05,PE-PUN,Puno,,departamento,422,8
2020-06-06,PE-PUN,Puno,,departamento,462,9
2020-06-07,PE-PUN,Puno,,departamento,468,9
2020-06-08,PE-PUN,Puno,,departamento,471,9
2020-06-09,PE-PUN,Puno,,departamento,476,9
2020-06-10,PE-PUN,Puno,,departamento,476,9
2020-06-11,PE-PUN,Puno,,departamento,497,9
2020-06-12,PE-PUN,Puno,,departamento,526,9
2020-06-13,PE-PUN,Puno,,departamento,545,9
2020-06-14,PE-PUN,Puno,,departamento,566,12
2020-06-15,PE-PUN,Puno,,departamento,566,13
2020-06-16,PE-PUN,Puno,,departamento,585,13
2020-06-17,PE-PUN,Puno,,departamento,694,13
2020-06-18,PE-PUN,Puno,,departamento,701,14
2020-06-19,PE-PUN,Puno,,departamento,701,14
2020-06-20,PE-PUN,Puno,,departamento,753,15
2020-06-21,PE-PUN,Puno,,departamento,753,15
2020-06-22,PE-PUN,Puno,,departamento,766,15
2020-06-23,PE-PUN,Puno,,departamento,788,16
2020-06-24,PE-PUN,Puno,,departamento,788,16
2020-06-25,PE-PUN,Puno,,departamento,832,16
2020-06-26,PE-PUN,Puno,,departamento,832,16
2020-06-27,PE-PUN,Puno,,departamento,853,18
2020-06-28,PE-PUN,Puno,,departamento,853,18
2020-06-29,PE-PUN,Puno,,departamento,874,19
2020-06-30,PE-PUN,Puno,,departamento,943,19
2020-07-01,PE-PUN,Puno,,departamento,974,22
2020-07-02,PE-PUN,Puno,,departamento,989,25
2020-07-03,PE-PUN,Puno,,departamento,1011,27
2020-07-04,PE-PUN,Puno,,departamento,1011,27
2020-07-05,PE-PUN,Puno,,departamento,1028,28
2020-07-06,PE-PUN,Puno,,departamento,1045,28
2020-07-07,PE-PUN,Puno,,departamento,1085,32
2020-07-08,PE-PUN,Puno,,departamento,1085,32
2020-07-09,PE-PUN,Puno,,departamento,1128,35
2020-07-10,PE-PUN,Puno,,departamento,1128,35
2020-07-11,PE-PUN,Puno,,departamento,1135,36
2020-07-12,PE-PUN,Puno,,departamento,1140,36
2020-07-13,PE-PUN,Puno,,departamento,1172,38
2020-07-14,PE-PUN,Puno,,departamento,1172,38
2020-07-15,PE-PUN,Puno,,departamento,1189,38
2020-07-16,PE-PUN,Puno,,departamento,1214,40
2020-07-17,PE-PUN,Puno,,departamento,1214,40
