date,iso,region,city,place_type,cases,deaths
2020-03-26,PE-LAM,Lambayeque,,departamento,12,0
2020-03-29,PE-LAM,Lambayeque,,departamento,15,1
2020-04-06,PE-LAM,Lambayeque,,departamento,100,3
2020-04-26,PE-LAM,Lambayeque,,departamento,1602,143
2020-04-27,PE-LAM,Lambayeque,,departamento,1651,149
2020-04-28,PE-LAM,Lambayeque,,departamento,1814,159
2020-04-29,PE-LAM,Lambayeque,,departamento,1814,159
2020-05-03,PE-LAM,Lambayeque,,departamento,2646,267
2020-05-04,PE-LAM,Lambayeque,,departamento,2763,294
2020-05-05,PE-LAM,Lambayeque,,departamento,3008,299
2020-05-06,PE-LAM,Lambayeque,,departamento,3008,299
2020-05-07,PE-LAM,Lambayeque,,departamento,3268,318
2020-05-08,PE-LAM,Lambayeque,,departamento,3479,347
2020-05-09,PE-LAM,Lambayeque,,departamento,3479,347
2020-05-10,PE-LAM,Lambayeque,,departamento,3655,376
2020-05-11,PE-LAM,Lambayeque,,departamento,3748,400
2020-05-12,PE-LAM,Lambayeque,,departamento,3856,400
2020-05-13,PE-LAM,Lambayeque,,departamento,3950,417
2020-05-14,PE-LAM,Lambayeque,,departamento,4147,417
2020-05-15,PE-LAM,Lambayeque,,departamento,4362,455
2020-05-16,PE-LAM,Lambayeque,,departamento,4596,455
2020-05-17,PE-LAM,Lambayeque,,departamento,4596,455
2020-05-18,PE-LAM,Lambayeque,,departamento,4961,485
2020-05-19,PE-LAM,Lambayeque,,departamento,5182,485
2020-05-20,PE-LAM,Lambayeque,,departamento,5182,485
2020-05-21,PE-LAM,Lambayeque,,departamento,5409,498
2020-05-22,PE-LAM,Lambayeque,,departamento,5581,516
2020-05-23,PE-LAM,Lambayeque,,departamento,5690,516
2020-05-24,PE-LAM,Lambayeque,,departamento,6075,566
2020-05-25,PE-LAM,Lambayeque,,departamento,6075,566
2020-05-26,PE-LAM,Lambayeque,,departamento,6217,565
2020-05-27,PE-LAM,Lambayeque,,departamento,6453,571
2020-05-28,PE-LAM,Lambayeque,,departamento,6732,602
2020-05-29,PE-LAM,Lambayeque,,departamento,7020,605
2020-05-30,PE-LAM,Lambayeque,,departamento,7020,611
