date,iso,region,city,place_type,cases,deaths
2020-03-26,PE-PIU,Piura,,departamento,20,1
2020-03-29,PE-PIU,Piura,,departamento,20,1
2020-04-06,PE-PIU,Piura,,departamento,29,1
2020-04-26,PE-PIU,Piura,,departamento,790,79
2020-04-27,PE-PIU,Piura,,departamento,816,92
2020-04-28,PE-PIU,Piura,,departamento,960,92
2020-04-29,PE-PIU,Piura,,departamento,960,92
2020-05-03,PE-PIU,Piura,,departamento,1618,143
2020-05-04,PE-PIU,Piura,,departamento,1752,149
2020-05-05,PE-PIU,Piura,,departamento,1804,149
2020-05-06,PE-PIU,Piura,,departamento,1804,149
2020-05-07,PE-PIU,Piura,,departamento,2214,205
2020-05-08,PE-PIU,Piura,,departamento,2258,233
2020-05-09,PE-PIU,Piura,,departamento,2258,233
2020-05-10,PE-PIU,Piura,,departamento,2425,257
2020-05-11,PE-PIU,Piura,,departamento,2483,265
2020-05-12,PE-PIU,Piura,,departamento,2598,294
2020-05-13,PE-PIU,Piura,,departamento,2693,294
2020-05-14,PE-PIU,Piura,,departamento,2830,313
2020-05-15,PE-PIU,Piura,,departamento,2970,313
2020-05-16,PE-PIU,Piura,,departamento,3032,313
2020-05-17,PE-PIU,Piura,,departamento,3032,313
2020-05-18,PE-PIU,Piura,,departamento,3091,370
2020-05-19,PE-PIU,Piura,,departamento,3192,370
2020-05-20,PE-PIU,Piura,,departamento,3192,370
2020-05-21,PE-PIU,Piura,,departamento,3335,384
2020-05-22,PE-PIU,Piura,,departamento,3496,385
2020-05-23,PE-PIU,Piura,,departamento,3621,409
2020-05-24,PE-PIU,Piura,,departamento,4219,429
2020-05-25,PE-PIU,Piura,,departamento,4219,429
2020-05-26,PE-PIU,Piura,,departamento,5457,429
2020-05-27,PE-PIU,Piura,,departamento,5457,441
2020-05-28,PE-PIU,Piura,,departamento,6039,481
