date,iso,region,city,place_type,cases,deaths
2020-04-26,PE-AMA,Amazonas,,departamento,78,0
2020-04-27,PE-AMA,Amazonas,,departamento,84,0
2020-04-28,PE-AMA,Amazonas,,departamento,108,0
2020-04-29,PE-AMA,Amazonas,,departamento,108,0
2020-05-03,PE-AMA,Amazonas,,departamento,155,1
2020-05-04,PE-AMA,Amazonas,,departamento,164,2
2020-05-05,PE-AMA,Amazonas,,departamento,170,4
2020-05-06,PE-AMA,Amazonas,,departamento,170,4
2020-05-07,PE-AMA,Amazonas,,departamento,186,7
2020-05-08,PE-AMA,Amazonas,,departamento,207,7
2020-05-09,PE-AMA,Amazonas,,departamento,207,7
2020-05-10,PE-AMA,Amazonas,,departamento,237,8
2020-05-11,PE-AMA,Amazonas,,departamento,242,8
2020-05-12,PE-AMA,Amazonas,,departamento,249,11
2020-05-13,PE-AMA,Amazonas,,departamento,259,11
2020-05-14,PE-AMA,Amazonas,,departamento,269,11
2020-05-15,PE-AMA,Amazonas,,departamento,270,11
2020-05-16,PE-AMA,Amazonas,,departamento,279,12
2020-05-17,PE-AMA,Amazonas,,departamento,279,12
2020-05-18,PE-AMA,Amazonas,,departamento,317,17
2020-05-19,PE-AMA,Amazonas,,departamento,325,17
2020-05-20,PE-AMA,Amazonas,,departamento,325,17
2020-05-21,PE-AMA,Amazonas,,departamento,349,17
2020-05-22,PE-AMA,Amazonas,,departamento,371,17
2020-05-23,PE-AMA,Amazonas,,departamento,399,18
2020-05-24,PE-AMA,Amazonas,,departamento,451,18
2020-05-25,PE-AMA,Amazonas,,departamento,451,18
2020-05-26,PE-AMA,Amazonas,,departamento,460,20
2020-05-27,PE-AMA,Amazonas,,departamento,511,20
2020-05-28,PE-AMA,Amazonas,,departamento,533,20
2020-05-29,PE-AMA,Amazonas,,departamento,546,21
2020-05-30,PE-AMA,Amazonas,,departamento,582,21
2020-05-31,PE-AMA,Amazonas,,departamento,582,21
2020-06-01,PE-AMA,Amazonas,,departamento,605,21
2020-06-02,PE-AMA,Amazonas,,departamento,608,21
2020-06-03,PE-AMA,Amazonas,,departamento,654,26
2020-06-04,PE-AMA,Amazonas,,departamento,680,27
2020-06-05,PE-AMA,Amazonas,,departamento,680,27
2020-06-06,PE-AMA,Amazonas,,departamento,758,27
2020-06-07,PE-AMA,Amazonas,,departamento,771,27
2020-06-08,PE-AMA,Amazonas,,departamento,823,27
2020-06-09,PE-AMA,Amazonas,,departamento,873,27
2020-06-10,PE-AMA,Amazonas,,departamento,873,27
2020-06-11,PE-AMA,Amazonas,,departamento,926,27
2020-06-12,PE-AMA,Amazonas,,departamento,995,27
2020-06-13,PE-AMA,Amazonas,,departamento,1033,27
2020-06-14,PE-AMA,Amazonas,,departamento,1170,29
2020-06-15,PE-AMA,Amazonas,,departamento,1170,29
2020-06-16,PE-AMA,Amazonas,,departamento,1179,29
2020-06-17,PE-AMA,Amazonas,,departamento,1407,30
2020-06-18,PE-AMA,Amazonas,,departamento,1440,31
2020-06-19,PE-AMA,Amazonas,,departamento,1440,31
2020-06-20,PE-AMA,Amazonas,,departamento,1565,33
2020-06-21,PE-AMA,Amazonas,,departamento,1565,33
2020-06-22,PE-AMA,Amazonas,,departamento,1595,33
2020-06-23,PE-AMA,Amazonas,,departamento,1655,34
2020-06-24,PE-AMA,Amazonas,,departamento,1655,34
2020-06-25,PE-AMA,Amazonas,,departamento,1845,34
2020-06-26,PE-AMA,Amazonas,,departamento,1845,34
2020-06-27,PE-AMA,Amazonas,,departamento,1971,35
2020-06-28,PE-AMA,Amazonas,,departamento,1971,35
2020-06-29,PE-AMA,Amazonas,,departamento,2020,42
2020-06-30,PE-AMA,Amazonas,,departamento,2052,43
2020-07-01,PE-AMA,Amazonas,,departamento,2254,84
2020-07-02,PE-AMA,Amazonas,,departamento,2329,85
2020-07-03,PE-AMA,Amazonas,,departamento,2448,85
2020-07-04,PE-AMA,Amazonas,,departamento,2448,85
2020-07-05,PE-AMA,Amazonas,,departamento,2562,87
2020-07-06,PE-AMA,Amazonas,,departamento,2717,88
2020-07-07,PE-AMA,Amazonas,,departamento,2948,90
2020-07-08,PE-AMA,Amazonas,,departamento,2948,90
2020-07-09,PE-AMA,Amazonas,,departamento,3167,90
2020-07-10,PE-AMA,Amazonas,,departamento,3167,90
2020-07-11,PE-AMA,Amazonas,,departamento,3238,91
2020-07-12,PE-AMA,Amazonas,,departamento,3267,93
2020-07-13,PE-AMA,Amazonas,,departamento,3406,94
2020-07-14,PE-AMA,Amazonas,,departamento,3406,94
2020-07-15,PE-AMA,Amazonas,,departamento,3457,96
2020-07-16,PE-AMA,Amazonas,,departamento,3601,97
2020-07-17,PE-AMA,Amazonas,,departamento,3601,97
2020-07-18,PE-AMA,Amazonas,,departamento,3653,97
2020-07-19,PE-AMA,Amazonas,,departamento,3994,98
2020-07-20,PE-AMA,Amazonas,,departamento,3994,98
2020-07-21,PE-AMA,Amazonas,,departamento,4179,101
2020-07-22,PE-AMA,Amazonas,,departamento,4278,103
2020-07-23,PE-AMA,Amazonas,,departamento,4369,120
2020-07-24,PE-AMA,Amazonas,,departamento,4369,120
2020-07-25,PE-AMA,Amazonas,,departamento,4529,121
2020-07-26,PE-AMA,Amazonas,,departamento,4529,121
2020-07-27,PE-AMA,Amazonas,,departamento,4529,121
2020-07-28,PE-AMA,Amazonas,,departamento,4997,123
2020-07-29,PE-AMA,Amazonas,,departamento,5098,123
2020-07-30,PE-AMA,Amazonas,,departamento,5298,123
2020-07-31,PE-AMA,Amazonas,,departamento,5298,123
2020-08-01,PE-AMA,Amazonas,,departamento,5507,124
2020-08-02,PE-AMA,Amazonas,,departamento,5850,124
2020-08-03,PE-AMA,Amazonas,,departamento,6045,124
2020-08-04,PE-AMA,Amazonas,,departamento,6191,124
2020-08-05,PE-AMA,Amazonas,,departamento,6340,125
2020-08-06,PE-AMA,Amazonas,,departamento,6470,125
2020-08-07,PE-AMA,Amazonas,,departamento,6632,125
2020-08-08,PE-AMA,Amazonas,,departamento,6831,125
2020-08-09,PE-AMA,Amazonas,,departamento,6831,125
2020-08-10,PE-AMA,Amazonas,,departamento,7076,127
2020-08-11,PE-AMA,Amazonas,,departamento,7076,127
2020-08-12,PE-AMA,Amazonas,,departamento,7347,128
2020-08-13,PE-AMA,Amazonas,,departamento,7347,128
2020-08-14,PE-AMA,Amazonas,,departamento,7655,185
2020-08-15,PE-AMA,Amazonas,,departamento,7655,185
2020-08-16,PE-AMA,Amazonas,,departamento,7655,185
2020-08-17,PE-AMA,Amazonas,,departamento,7655,185
2020-08-18,PE-AMA,Amazonas,,departamento,8216,186
2020-08-19,PE-AMA,Amazonas,,departamento,8553,186
2020-08-20,PE-AMA,Amazonas,,departamento,8553,186
2020-08-21,PE-AMA,Amazonas,,departamento,8553,186
2020-08-22,PE-AMA,Amazonas,,departamento,8553,186
2020-08-23,PE-AMA,Amazonas,,departamento,9282,188
2020-08-24,PE-AMA,Amazonas,,departamento,9282,188
2020-08-25,PE-AMA,Amazonas,,departamento,9282,188
2020-08-26,PE-AMA,Amazonas,,departamento,9282,188
2020-08-30,PE-AMA,Amazonas,,departamento,10373,190
2020-08-31,PE-AMA,Amazonas,,departamento,10373,190
2020-09-01,PE-AMA,Amazonas,,departamento,10373,190
2020-09-02,PE-AMA,Amazonas,,departamento,10373,190
2020-09-03,PE-AMA,Amazonas,,departamento,10373,190
2020-09-04,PE-AMA,Amazonas,,departamento,10373,190
2020-09-05,PE-AMA,Amazonas,,departamento,10373,190
2020-09-06,PE-AMA,Amazonas,,departamento,11478,192
2020-09-07,PE-AMA,Amazonas,,departamento,11478,192
2020-09-08,PE-AMA,Amazonas,,departamento,11478,192
2020-09-09,PE-AMA,Amazonas,,departamento,11478,192
2020-09-10,PE-AMA,Amazonas,,departamento,11478,167
2020-09-11,PE-AMA,Amazonas,,departamento,11478,167
2020-09-12,PE-AMA,Amazonas,,departamento,12119,202
2020-09-16,PE-AMA,Amazonas,,departamento,12417,203
2020-09-17,PE-AMA,Amazonas,,departamento,12417,203
2020-09-18,PE-AMA,Amazonas,,departamento,12417,203
2020-09-19,PE-AMA,Amazonas,,departamento,12417,203
2020-09-20,PE-AMA,Amazonas,,departamento,12417,203
2020-09-21,PE-AMA,Amazonas,,departamento,12417,203
2020-09-22,PE-AMA,Amazonas,,departamento,12417,203
2020-09-23,PE-AMA,Amazonas,,departamento,12417,203
2020-09-24,PE-AMA,Amazonas,,departamento,13707,208
2020-09-25,PE-AMA,Amazonas,,departamento,13707,208
2020-09-26,PE-AMA,Amazonas,,departamento,13707,208
2020-09-27,PE-AMA,Amazonas,,departamento,13707,208
2020-09-28,PE-AMA,Amazonas,,departamento,13707,208
2020-09-29,PE-AMA,Amazonas,,departamento,13707,208
2020-09-30,PE-AMA,Amazonas,,departamento,14769,213
2020-10-01,PE-AMA,Amazonas,,departamento,14769,213
2020-10-02,PE-AMA,Amazonas,,departamento,14769,213
2020-10-03,PE-AMA,Amazonas,,departamento,14769,3460
2020-10-04,PE-AMA,Amazonas,,departamento,14769,3460
2020-10-05,PE-AMA,Amazonas,,departamento,14769,3460
2020-10-06,PE-AMA,Amazonas,,departamento,15282,3581
2020-10-07,PE-AMA,Amazonas,,departamento,15282,3581
2020-10-08,PE-AMA,Amazonas,,departamento,15282,3581
2020-10-09,PE-AMA,Amazonas,,departamento,15452,3620
2020-10-10,PE-AMA,Amazonas,,departamento,15452,3620
2020-10-11,PE-AMA,Amazonas,,departamento,15452,3620
2020-10-12,PE-AMA,Amazonas,,departamento,15630,3662
2020-10-13,PE-AMA,Amazonas,,departamento,15630,3662
2020-10-14,PE-AMA,Amazonas,,departamento,15630,3662
2020-10-15,PE-AMA,Amazonas,,departamento,15630,3662
2020-10-16,PE-AMA,Amazonas,,departamento,15763,3693
2020-10-17,PE-AMA,Amazonas,,departamento,15763,3693
2020-10-18,PE-AMA,Amazonas,,departamento,15848,3713
2020-10-19,PE-AMA,Amazonas,,departamento,15848,3713
2020-10-20,PE-AMA,Amazonas,,departamento,15848,3713
2020-10-21,PE-AMA,Amazonas,,departamento,15848,3713
2020-10-22,PE-AMA,Amazonas,,departamento,15848,3713
2020-10-23,PE-AMA,Amazonas,,departamento,15848,3713
2020-10-24,PE-AMA,Amazonas,,departamento,15848,3713
2020-10-25,PE-AMA,Amazonas,,departamento,15848,3713
2020-10-26,PE-AMA,Amazonas,,departamento,15848,3713
2020-10-27,PE-AMA,Amazonas,,departamento,15848,3713
2020-10-28,PE-AMA,Amazonas,,departamento,15848,3713
2020-10-29,PE-AMA,Amazonas,,departamento,15848,3713
2020-10-30,PE-AMA,Amazonas,,departamento,15848,3713
2020-10-31,PE-AMA,Amazonas,,departamento,16713,3916
2020-11-01,PE-AMA,Amazonas,,departamento,16713,3916
2020-11-02,PE-AMA,Amazonas,,departamento,16713,3916
2020-11-03,PE-AMA,Amazonas,,departamento,16713,3916
2020-11-04,PE-AMA,Amazonas,,departamento,16713,3916
2020-11-05,PE-AMA,Amazonas,,departamento,16713,3916
2020-11-06,PE-AMA,Amazonas,,departamento,16713,3916
2020-11-07,PE-AMA,Amazonas,,departamento,16713,3916
2020-11-08,PE-AMA,Amazonas,,departamento,16713,3916
2020-11-09,PE-AMA,Amazonas,,departamento,16713,3916
2020-11-10,PE-AMA,Amazonas,,departamento,16713,3916
2020-11-11,PE-AMA,Amazonas,,departamento,16713,3916
2020-11-12,PE-AMA,Amazonas,,departamento,16713,3916
2020-11-13,PE-AMA,Amazonas,,departamento,16713,3916
2020-11-14,PE-AMA,Amazonas,,departamento,16713,3916
2020-11-15,PE-AMA,Amazonas,,departamento,16713,3916
2020-11-16,PE-AMA,Amazonas,,departamento,16713,3916
2020-11-17,PE-AMA,Amazonas,,departamento,16713,3916
2020-11-18,PE-AMA,Amazonas,,departamento,16713,3916
2020-11-19,PE-AMA,Amazonas,,departamento,16713,3916
2020-11-20,PE-AMA,Amazonas,,departamento,16713,3916
2020-11-21,PE-AMA,Amazonas,,departamento,16713,3916
2020-11-22,PE-AMA,Amazonas,,departamento,16713,3916
