date,iso,state,city,place_type,cases,deaths,recovered
2020-01-25,QLD,Queensland,,state,0,0,
2020-01-26,QLD,Queensland,,state,0,0,
2020-01-27,QLD,Queensland,,state,0,0,
2020-01-28,QLD,Queensland,,state,0,0,
2020-01-29,QLD,Queensland,,state,2,0,
2020-01-30,QLD,Queensland,,state,2,0,
2020-01-31,QLD,Queensland,,state,2,0,
2020-02-01,QLD,Queensland,,state,2,0,
2020-02-02,QLD,Queensland,,state,2,0,
2020-02-03,QLD,Queensland,,state,2,0,
2020-02-04,QLD,Queensland,,state,3,0,
2020-02-05,QLD,Queensland,,state,4,0,
2020-02-06,QLD,Queensland,,state,5,0,
2020-02-07,QLD,Queensland,,state,5,0,
2020-02-08,QLD,Queensland,,state,5,0,
2020-02-09,QLD,Queensland,,state,5,0,
2020-02-10,QLD,Queensland,,state,5,0,
2020-02-11,QLD,Queensland,,state,5,0,
2020-02-12,QLD,Queensland,,state,5,0,
2020-02-13,QLD,Queensland,,state,5,0,
2020-02-14,QLD,Queensland,,state,5,0,
2020-02-15,QLD,Queensland,,state,5,0,
2020-02-16,QLD,Queensland,,state,5,0,
2020-02-17,QLD,Queensland,,state,5,0,
2020-02-18,QLD,Queensland,,state,5,0,
2020-02-19,QLD,Queensland,,state,5,0,
2020-02-20,QLD,Queensland,,state,5,0,
2020-02-21,QLD,Queensland,,state,7,0,
2020-02-22,QLD,Queensland,,state,8,0,
2020-02-23,QLD,Queensland,,state,8,0,
2020-02-24,QLD,Queensland,,state,8,0,
2020-02-25,QLD,Queensland,,state,8,0,
2020-02-26,QLD,Queensland,,state,8,0,
2020-02-27,QLD,Queensland,,state,8,0,
2020-02-28,QLD,Queensland,,state,9,0,
2020-02-29,QLD,Queensland,,state,9,0,
2020-03-01,QLD,Queensland,,state,9,0,
2020-03-02,QLD,Queensland,,state,9,0,
2020-03-03,QLD,Queensland,,state,10,0,
2020-03-04,QLD,Queensland,,state,11,0,
2020-03-05,QLD,Queensland,,state,13,0,
2020-03-06,QLD,Queensland,,state,14,0,
2020-03-07,QLD,Queensland,,state,14,0,
2020-03-08,QLD,Queensland,,state,15,0,
2020-03-09,QLD,Queensland,,state,15,0,
2020-03-10,QLD,Queensland,,state,18,0,
2020-03-11,QLD,Queensland,,state,20,0,
2020-03-12,QLD,Queensland,,state,27,0,
2020-03-13,QLD,Queensland,,state,35,0,
2020-03-14,QLD,Queensland,,state,46,0,
2020-03-15,QLD,Queensland,,state,61,0,
2020-03-16,QLD,Queensland,,state,68,0,
2020-03-17,QLD,Queensland,,state,78,0,
2020-03-18,QLD,Queensland,,state,94,0,
2020-03-19,QLD,Queensland,,state,144,0,
2020-03-20,QLD,Queensland,,state,184,0,
2020-03-21,QLD,Queensland,,state,221,0,
2020-03-22,QLD,Queensland,,state,259,0,
2020-03-23,QLD,Queensland,,state,319,0,
2020-03-24,QLD,Queensland,,state,397,0,
2020-03-25,QLD,Queensland,,state,443,1,
2020-03-26,QLD,Queensland,,state,493,1,
2020-03-27,QLD,Queensland,,state,555,1,
2020-03-28,QLD,Queensland,,state,625,1,
2020-03-29,QLD,Queensland,,state,656,2,
2020-03-30,QLD,Queensland,,state,689,2,
2020-03-31,QLD,Queensland,,state,743,2,
2020-04-01,QLD,Queensland,,state,781,2,
2020-04-02,QLD,Queensland,,state,835,3,
2020-04-03,QLD,Queensland,,state,873,3,
2020-04-04,QLD,Queensland,,state,900,3,
2020-04-05,QLD,Queensland,,state,907,4,
2020-04-06,QLD,Queensland,,state,921,4,
2020-04-07,QLD,Queensland,,state,934,4,
2020-04-08,QLD,Queensland,,state,943,4,
2020-04-09,QLD,Queensland,,state,953,4,372
2020-04-10,QLD,Queensland,,state,965,4,368
2020-04-11,QLD,Queensland,,state,974,4,368
2020-04-12,QLD,Queensland,,state,983,5,368
2020-04-13,QLD,Queensland,,state,987,5,442
