date,state,county,place_type,fips,cases,deaths
2020-07-07,North Carolina,,state,37,76258,1446
2020-07-06,North Carolina,,state,37,74930,1424
2020-07-05,North Carolina,,state,37,73094,1414
2020-07-04,North Carolina,,state,37,71734,1414
2020-07-03,North Carolina,,state,37,70447,1413
2020-07-02,North Carolina,,state,37,68508,1402
2020-07-01,North Carolina,,state,37,66815,1389
2020-06-30,North Carolina,,state,37,65062,1362
2020-06-29,North Carolina,,state,37,63684,1341
2020-06-28,North Carolina,,state,37,62178,1338
2020-06-27,North Carolina,,state,37,60710,1334
2020-06-26,North Carolina,,state,37,59253,1319
2020-06-25,North Carolina,,state,37,57538,1305
2020-06-24,North Carolina,,state,37,56261,1295
2020-06-23,North Carolina,,state,37,54824,1276
2020-06-22,North Carolina,,state,37,53840,1250
2020-06-21,North Carolina,,state,37,52854,1245
2020-06-20,North Carolina,,state,37,51640,1239
2020-06-19,North Carolina,,state,37,50014,1223
2020-06-18,North Carolina,,state,37,48426,1209
2020-06-17,North Carolina,,state,37,47142,1198
2020-06-16,North Carolina,,state,37,46105,1185
2020-06-15,North Carolina,,state,37,45257,1156
2020-06-14,North Carolina,,state,37,44199,1139
2020-06-13,North Carolina,,state,37,42911,1135
2020-06-12,North Carolina,,state,37,41467,1128
2020-06-11,North Carolina,,state,37,39735,1114
2020-06-10,North Carolina,,state,37,38305,1096
2020-06-09,North Carolina,,state,37,37393,1069
2020-06-08,North Carolina,,state,37,36581,1041
2020-06-07,North Carolina,,state,37,35663,1024
2020-06-06,North Carolina,,state,37,34809,1020
2020-06-05,North Carolina,,state,37,33417,1001
2020-06-04,North Carolina,,state,37,32276,993
2020-06-03,North Carolina,,state,37,31013,971
2020-06-02,North Carolina,,state,37,30052,950
2020-06-01,North Carolina,,state,37,29368,923
2020-05-31,North Carolina,,state,37,28686,911
2020-05-30,North Carolina,,state,37,27761,903
2020-05-29,North Carolina,,state,37,26735,888
2020-05-28,North Carolina,,state,37,25616,859
2020-05-27,North Carolina,,state,37,24787,827
2020-05-26,North Carolina,,state,37,24188,789
2020-05-25,North Carolina,,state,37,23997,780
2020-05-24,North Carolina,,state,37,23231,771
2020-05-23,North Carolina,,state,37,22731,763
2020-05-22,North Carolina,,state,37,21661,754
2020-05-21,North Carolina,,state,37,20934,734
2020-05-20,North Carolina,,state,37,20221,721
2020-05-19,North Carolina,,state,37,19762,711
2020-05-18,North Carolina,,state,37,19121,684
2020-05-17,North Carolina,,state,37,18537,679
2020-05-16,North Carolina,,state,37,18009,671
2020-05-15,North Carolina,,state,37,17190,660
2020-05-14,North Carolina,,state,37,16593,632
2020-05-13,North Carolina,,state,37,15850,615
2020-05-12,North Carolina,,state,37,15402,597
2020-05-11,North Carolina,,state,37,15069,571
2020-05-10,North Carolina,,state,37,14783,561
2020-05-09,North Carolina,,state,37,14387,554
2020-05-08,North Carolina,,state,37,13879,537
2020-05-07,North Carolina,,state,37,13431,521
