countryterritoryCode,continentExp,countriesAndTerritories,dateRep,total_cases,cases,new_cases_smoothed,total_deaths,deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,popData2019,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
MNE,Europe,Montenegro,2020-01-05,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,39,15,9,16409,1,387,10,44,48,,4,77,1,627082,-68,-44,-44,-108
MNE,Europe,Montenegro,2020-01-12,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,39,15,9,16409,1,387,10,44,48,,4,77,1,627082,-104,-34,-23,-165
MNE,Europe,Montenegro,2020-01-19,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,39,15,9,16409,1,387,10,44,48,,4,77,1,627082,-113,-25,-6,-180
MNE,Europe,Montenegro,2020-01-26,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,39,15,9,16409,1,387,10,44,48,,4,77,1,627082,-127,-21,-10,-203
MNE,Europe,Montenegro,2020-02-02,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,39,15,9,16409,1,387,10,44,48,,4,77,1,627082,-139,-18,-7,-220
MNE,Europe,Montenegro,2020-02-09,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,39,15,9,16409,1,387,10,44,48,,4,77,1,627082,-125,-14,10,-198
MNE,Europe,Montenegro,2020-02-16,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,39,15,9,16409,1,387,10,44,48,,4,77,1,627082,-126,-12,-1,-200
MNE,Europe,Montenegro,2020-02-23,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,39,15,9,16409,1,387,10,44,48,,4,77,1,627082,-133,-11,-5,-212
MNE,Europe,Montenegro,2020-03-01,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,39,15,9,16409,1,387,10,44,48,,4,77,1,627082,-159,-12,-18,-252
MNE,Europe,Montenegro,2020-03-08,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,39,15,9,16409,1,387,10,44,48,,4,77,1,627082,-160,-11,-1,-254
MNE,Europe,Montenegro,2020-03-15,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,39,15,9,16409,1,387,10,44,48,,4,77,1,627082,-170,-11,-9,-271
MNE,Europe,Montenegro,2020-03-22,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,39,15,9,16409,1,387,10,44,48,,4,77,1,627082,-179,-10,-6,-284
MNE,Europe,Montenegro,2020-03-29,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,39,15,9,16409,1,387,10,44,48,,4,77,1,627082,-149,-8,25,-236
MNE,Europe,Montenegro,2020-04-01,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,39,15,9,16409,1,387,10,44,48,,4,77,1,627082,,,,
