countryterritoryCode,continentExp,countriesAndTerritories,dateRep,total_cases,cases,new_cases_smoothed,total_deaths,deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,popData2019,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
YEM,Asia,Yemen,2020-02-22,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-02-23,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-02-24,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-02-25,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-02-26,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-02-27,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-02-28,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-02-29,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-03-01,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-03-02,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-03-03,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-03-04,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-03-05,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-03-06,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-03-07,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-03-08,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-03-09,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-03-10,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-03-11,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-03-12,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-03-13,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-03-14,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-03-15,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-03-16,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-03-17,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-03-18,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-03-19,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-03-20,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-03-21,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-03-22,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-03-23,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-03-24,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-03-25,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-03-26,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-03-27,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-03-28,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-03-29,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-03-30,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-03-31,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-04-01,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-04-02,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-04-03,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-04-04,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-04-05,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-04-06,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-04-07,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-04-08,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-04-09,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-04-10,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-04-11,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-04-12,1,1,0,,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-04-13,1,0,0,,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-04-14,1,0,0,,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-04-15,1,0,0,,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-04-16,1,0,0,,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-04-17,1,0,0,,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-04-18,1,0,0,,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-04-19,1,0,0,,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-04-20,1,0,0,,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-04-21,1,0,0,,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-04-22,1,0,0,,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-04-23,1,0,0,,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-04-24,1,0,0,,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-04-25,1,0,0,,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
YEM,Asia,Yemen,2020-04-26,1,0,0,,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,54,20,3,2,1479,19,495,5,8,29,50,1,66,0,33696612,,,,
