dateRep,day,month,year,cases,deaths,geoId,continentExp,countryterritoryCode,popData2018,countriesAndTerritories
20/04/2020,20,4,2020,0,0,AI,America,,,Anguilla
19/04/2020,19,4,2020,0,0,AI,America,,,Anguilla
18/04/2020,18,4,2020,0,0,AI,America,,,Anguilla
17/04/2020,17,4,2020,0,0,AI,America,,,Anguilla
16/04/2020,16,4,2020,0,0,AI,America,,,Anguilla
15/04/2020,15,4,2020,0,0,AI,America,,,Anguilla
14/04/2020,14,4,2020,0,0,AI,America,,,Anguilla
13/04/2020,13,4,2020,0,0,AI,America,,,Anguilla
12/04/2020,12,4,2020,0,0,AI,America,,,Anguilla
11/04/2020,11,4,2020,0,0,AI,America,,,Anguilla
10/04/2020,10,4,2020,0,0,AI,America,,,Anguilla
09/04/2020,9,4,2020,0,0,AI,America,,,Anguilla
08/04/2020,8,4,2020,0,0,AI,America,,,Anguilla
07/04/2020,7,4,2020,0,0,AI,America,,,Anguilla
06/04/2020,6,4,2020,0,0,AI,America,,,Anguilla
05/04/2020,5,4,2020,0,0,AI,America,,,Anguilla
04/04/2020,4,4,2020,0,0,AI,America,,,Anguilla
03/04/2020,3,4,2020,1,0,AI,America,,,Anguilla
02/04/2020,2,4,2020,0,0,AI,America,,,Anguilla
01/04/2020,1,4,2020,0,0,AI,America,,,Anguilla
31/03/2020,31,3,2020,0,0,AI,America,,,Anguilla
30/03/2020,30,3,2020,0,0,AI,America,,,Anguilla
29/03/2020,29,3,2020,0,0,AI,America,,,Anguilla
28/03/2020,28,3,2020,0,0,AI,America,,,Anguilla
27/03/2020,27,3,2020,2,0,AI,America,,,Anguilla
