date,region_iso,region,province,city,place_type,cases,deaths,recovered
2020-06-19,ch,Chuquisaca,,,departamento,185,11,16
2020-06-18,ch,Chuquisaca,,,departamento,185,11,16
2020-06-17,ch,Chuquisaca,,,departamento,134,9,15
2020-06-16,ch,Chuquisaca,,,departamento,129,8,15
2020-06-15,ch,Chuquisaca,,,departamento,117,6,15
2020-06-14,ch,Chuquisaca,,,departamento,102,4,15
2020-06-13,ch,Chuquisaca,,,departamento,100,3,15
2020-06-12,ch,Chuquisaca,,,departamento,85,3,15
2020-06-11,ch,Chuquisaca,,,departamento,74,3,15
2020-06-10,ch,Chuquisaca,,,departamento,61,3,14
2020-06-09,ch,Chuquisaca,,,departamento,43,2,14
2020-06-08,ch,Chuquisaca,,,departamento,39,2,14
2020-06-07,ch,Chuquisaca,,,departamento,39,2,14
2020-06-06,ch,Chuquisaca,,,departamento,39,2,14
2020-06-05,ch,Chuquisaca,,,departamento,38,2,14
2020-06-04,ch,Chuquisaca,,,departamento,32,2,14
2020-06-03,ch,Chuquisaca,,,departamento,31,2,14
2020-06-02,ch,Chuquisaca,,,departamento,29,2,14
2020-06-01,ch,Chuquisaca,,,departamento,28,2,14
2020-05-31,ch,Chuquisaca,,,departamento,26,2,14
2020-05-30,ch,Chuquisaca,,,departamento,25,2,12
2020-05-29,ch,Chuquisaca,,,departamento,25,2,11
2020-05-28,ch,Chuquisaca,,,departamento,25,2,11
2020-05-27,ch,Chuquisaca,,,departamento,25,2,11
2020-05-26,ch,Chuquisaca,,,departamento,22,2,11
2020-05-25,ch,Chuquisaca,,,departamento,22,2,11
2020-05-24,ch,Chuquisaca,,,departamento,21,2,11
2020-05-23,ch,Chuquisaca,,,departamento,21,2,11
2020-05-22,ch,Chuquisaca,,,departamento,19,2,11
2020-05-21,ch,Chuquisaca,,,departamento,19,2,4
2020-05-20,ch,Chuquisaca,,,departamento,19,2,4
2020-05-19,ch,Chuquisaca,,,departamento,17,2,1
2020-05-18,ch,Chuquisaca,,,departamento,17,2,1
2020-05-17,ch,Chuquisaca,,,departamento,17,2,1
2020-05-16,ch,Chuquisaca,,,departamento,16,2,1
2020-05-15,ch,Chuquisaca,,,departamento,15,2,1
2020-05-14,ch,Chuquisaca,,,departamento,15,2,1
2020-05-13,ch,Chuquisaca,,,departamento,15,2,1
2020-05-12,ch,Chuquisaca,,,departamento,15,2,1
2020-05-11,ch,Chuquisaca,,,departamento,15,2,1
2020-05-10,ch,Chuquisaca,,,departamento,15,1,0
2020-05-09,ch,Chuquisaca,,,departamento,14,1,0
2020-05-08,ch,Chuquisaca,,,departamento,11,1,0
2020-05-07,ch,Chuquisaca,,,departamento,11,1,0
2020-05-06,ch,Chuquisaca,,,departamento,6,1,0
2020-05-05,ch,Chuquisaca,,,departamento,6,1,0
2020-05-04,ch,Chuquisaca,,,departamento,5,1,0
2020-05-03,ch,Chuquisaca,,,departamento,4,0,0
2020-05-02,ch,Chuquisaca,,,departamento,4,0,0
2020-05-01,ch,Chuquisaca,,,departamento,4,0,0
2020-04-30,ch,Chuquisaca,,,departamento,3,0,0
2020-04-29,ch,Chuquisaca,,,departamento,3,0,0
2020-04-28,ch,Chuquisaca,,,departamento,3,0,0
2020-04-27,ch,Chuquisaca,,,departamento,3,0,0
2020-04-26,ch,Chuquisaca,,,departamento,2,0,0
2020-04-25,ch,Chuquisaca,,,departamento,2,0,0
2020-04-24,ch,Chuquisaca,,,departamento,2,0,0
2020-04-23,ch,Chuquisaca,,,departamento,2,0,0
2020-04-22,ch,Chuquisaca,,,departamento,1,0,0
2020-04-21,ch,Chuquisaca,,,departamento,1,0,0
2020-04-20,ch,Chuquisaca,,,departamento,1,0,0
2020-04-19,ch,Chuquisaca,,,departamento,1,0,0
2020-04-18,ch,Chuquisaca,,,departamento,1,0,0
2020-04-17,ch,Chuquisaca,,,departamento,1,0,0
2020-04-16,ch,Chuquisaca,,,departamento,1,0,0
2020-04-15,ch,Chuquisaca,,,departamento,1,0,0
2020-04-14,ch,Chuquisaca,,,departamento,1,0,0
2020-04-13,ch,Chuquisaca,,,departamento,1,0,0
2020-04-12,ch,Chuquisaca,,,departamento,1,0,0
2020-04-11,ch,Chuquisaca,,,departamento,1,0,0
2020-04-10,ch,Chuquisaca,,,departamento,1,0,0
2020-04-09,ch,Chuquisaca,,,departamento,1,0,0
2020-04-08,ch,Chuquisaca,,,departamento,1,0,0
2020-04-07,ch,Chuquisaca,,,departamento,1,0,0
2020-04-06,ch,Chuquisaca,,,departamento,1,0,0
2020-04-05,ch,Chuquisaca,,,departamento,1,0,0
2020-04-04,ch,Chuquisaca,,,departamento,1,0,0
2020-04-03,ch,Chuquisaca,,,departamento,1,0,0
2020-04-02,ch,Chuquisaca,,,departamento,1,0,0
2020-04-01,ch,Chuquisaca,,,departamento,1,0,0
2020-03-31,ch,Chuquisaca,,,departamento,1,0,0
2020-03-30,ch,Chuquisaca,,,departamento,1,0,0
2020-03-29,ch,Chuquisaca,,,departamento,1,0,0
2020-03-28,ch,Chuquisaca,,,departamento,1,0,0
2020-03-27,ch,Chuquisaca,,,departamento,1,0,0
2020-03-26,ch,Chuquisaca,,,departamento,0,0,0
2020-03-25,ch,Chuquisaca,,,departamento,0,0,0
2020-03-24,ch,Chuquisaca,,,departamento,0,0,0
2020-03-23,ch,Chuquisaca,,,departamento,0,0,0
2020-03-22,ch,Chuquisaca,,,departamento,0,0,0
2020-03-21,ch,Chuquisaca,,,departamento,0,0,0
