date,region_iso,region,province,city,place_type,cases,deaths,recovered
2020-04-10,pn,Pando,,,departamento,10,0,0
2020-04-11,pn,Pando,,,departamento,11,0,0
2020-04-12,pn,Pando,,,departamento,11,0,0
2020-04-13,pn,Pando,,,departamento,11,0,0
2020-04-14,pn,Pando,,,departamento,11,0,0
2020-04-15,pn,Pando,,,departamento,11,0,0
2020-04-16,pn,Pando,,,departamento,11,0,0
2020-04-17,pn,Pando,,,departamento,12,0,0
2020-04-18,pn,Pando,,,departamento,12,1,0
2020-04-19,pn,Pando,,,departamento,12,1,0
2020-04-20,pn,Pando,,,departamento,12,1,0
2020-04-21,pn,Pando,,,departamento,12,1,0
2020-04-22,pn,Pando,,,departamento,12,1,0
2020-04-23,pn,Pando,,,departamento,12,1,6
