date,region_iso,region,province,city,place_type,cases,deaths,recovered
2020-03-03,SE,Santiago del Estero,,,provincia,0,0,0
2020-03-04,SE,Santiago del Estero,,,provincia,0,0,0
2020-03-05,SE,Santiago del Estero,,,provincia,0,0,0
2020-03-06,SE,Santiago del Estero,,,provincia,0,0,0
2020-03-07,SE,Santiago del Estero,,,provincia,0,0,0
2020-03-08,SE,Santiago del Estero,,,provincia,0,0,0
2020-03-09,SE,Santiago del Estero,,,provincia,0,0,0
2020-03-10,SE,Santiago del Estero,,,provincia,0,0,0
2020-03-11,SE,Santiago del Estero,,,provincia,0,0,0
2020-03-12,SE,Santiago del Estero,,,provincia,0,0,0
2020-03-13,SE,Santiago del Estero,,,provincia,0,0,0
2020-03-14,SE,Santiago del Estero,,,provincia,0,0,0
2020-03-15,SE,Santiago del Estero,,,provincia,0,0,0
2020-03-16,SE,Santiago del Estero,,,provincia,0,0,0
2020-03-17,SE,Santiago del Estero,,,provincia,0,0,0
2020-03-18,SE,Santiago del Estero,,,provincia,0,0,0
2020-03-19,SE,Santiago del Estero,,,provincia,0,0,0
2020-03-20,SE,Santiago del Estero,,,provincia,1,0,0
2020-03-21,SE,Santiago del Estero,,,provincia,1,0,0
2020-03-22,SE,Santiago del Estero,,,provincia,1,0,0
2020-03-23,SE,Santiago del Estero,,,provincia,1,0,0
2020-03-24,SE,Santiago del Estero,,,provincia,1,0,0
2020-03-25,SE,Santiago del Estero,,,provincia,1,0,0
2020-03-26,SE,Santiago del Estero,,,provincia,1,0,0
2020-03-27,SE,Santiago del Estero,,,provincia,2,0,0
2020-03-28,SE,Santiago del Estero,,,provincia,2,0,0
2020-03-29,SE,Santiago del Estero,,,provincia,2,0,0
2020-03-30,SE,Santiago del Estero,,,provincia,2,0,0
2020-03-31,SE,Santiago del Estero,,,provincia,2,0,0
2020-04-01,SE,Santiago del Estero,,,provincia,2,0,0
2020-04-02,SE,Santiago del Estero,,,provincia,3,0,0
2020-04-03,SE,Santiago del Estero,,,provincia,3,0,0
2020-04-04,SE,Santiago del Estero,,,provincia,4,0,0
2020-04-05,SE,Santiago del Estero,,,provincia,4,0,0
2020-04-06,SE,Santiago del Estero,,,provincia,9,0,0
2020-04-07,SE,Santiago del Estero,,,provincia,9,0,0
2020-04-08,SE,Santiago del Estero,,,provincia,9,0,0
2020-04-09,SE,Santiago del Estero,,,provincia,9,0,0
2020-04-10,SE,Santiago del Estero,,,provincia,9,0,0
2020-04-11,SE,Santiago del Estero,,,provincia,12,0,0
2020-04-12,SE,Santiago del Estero,,,provincia,12,0,2
2020-04-14,SE,Santiago del Estero,,,provincia,12,0,2
2020-04-16,SE,Santiago del Estero,,,provincia,12,0,3
2020-04-18,SE,Santiago del Estero,,,provincia,12,0,3
2020-04-22,SE,Santiago del Estero,,,provincia,12,0,3
2020-05-03,SE,Santiago del Estero,,,provincia,15,0,5
2020-05-07,SE,Santiago del Estero,,,provincia,15,0,5
2020-05-09,SE,Santiago del Estero,,,provincia,15,0,5
2020-05-10,SE,Santiago del Estero,,,provincia,16,0,5
2020-05-11,SE,Santiago del Estero,,,provincia,16,0,5
2020-05-12,SE,Santiago del Estero,,,provincia,16,0,11
2020-05-15,SE,Santiago del Estero,,,provincia,16,0,11
2020-05-19,SE,Santiago del Estero,,,provincia,22,0,11
2020-05-25,SE,Santiago del Estero,,,provincia,22,0,11
2020-06-10,SE,Santiago del Estero,,,provincia,22,0,11
2020-06-11,SE,Santiago del Estero,,,provincia,22,0,11
2020-06-12,SE,Santiago del Estero,,,provincia,22,0,11
2020-06-13,SE,Santiago del Estero,,,provincia,22,0,11
2020-06-14,SE,Santiago del Estero,,,provincia,22,0,11
2020-06-15,SE,Santiago del Estero,,,provincia,22,0,11
2020-06-16,SE,Santiago del Estero,,,provincia,22,0,11
