date,region_iso,region,province,city,place_type,cases,deaths,recovered
2020-03-03,TF,Tierra del Fuego,,,provincia,0,0,0
2020-03-04,TF,Tierra del Fuego,,,provincia,0,0,0
2020-03-05,TF,Tierra del Fuego,,,provincia,0,0,0
2020-03-06,TF,Tierra del Fuego,,,provincia,0,0,0
2020-03-07,TF,Tierra del Fuego,,,provincia,0,0,0
2020-03-08,TF,Tierra del Fuego,,,provincia,0,0,0
2020-03-09,TF,Tierra del Fuego,,,provincia,0,0,0
2020-03-10,TF,Tierra del Fuego,,,provincia,0,0,0
2020-03-11,TF,Tierra del Fuego,,,provincia,0,0,0
2020-03-12,TF,Tierra del Fuego,,,provincia,0,0,0
2020-03-13,TF,Tierra del Fuego,,,provincia,0,0,0
2020-03-14,TF,Tierra del Fuego,,,provincia,0,0,0
2020-03-15,TF,Tierra del Fuego,,,provincia,2,0,0
2020-03-16,TF,Tierra del Fuego,,,provincia,2,0,0
2020-03-17,TF,Tierra del Fuego,,,provincia,2,0,0
2020-03-18,TF,Tierra del Fuego,,,provincia,2,0,0
2020-03-19,TF,Tierra del Fuego,,,provincia,2,0,0
2020-03-20,TF,Tierra del Fuego,,,provincia,3,0,0
2020-03-21,TF,Tierra del Fuego,,,provincia,6,0,0
2020-03-22,TF,Tierra del Fuego,,,provincia,6,0,0
2020-03-23,TF,Tierra del Fuego,,,provincia,6,0,0
2020-03-24,TF,Tierra del Fuego,,,provincia,9,0,0
2020-03-25,TF,Tierra del Fuego,,,provincia,10,0,0
2020-03-26,TF,Tierra del Fuego,,,provincia,13,0,0
2020-03-27,TF,Tierra del Fuego,,,provincia,13,0,0
2020-03-28,TF,Tierra del Fuego,,,provincia,17,0,0
2020-03-29,TF,Tierra del Fuego,,,provincia,21,0,0
2020-03-30,TF,Tierra del Fuego,,,provincia,32,0,0
2020-03-31,TF,Tierra del Fuego,,,provincia,39,0,0
2020-04-01,TF,Tierra del Fuego,,,provincia,39,0,0
2020-04-02,TF,Tierra del Fuego,,,provincia,63,0,0
2020-04-03,TF,Tierra del Fuego,,,provincia,64,0,0
2020-04-04,TF,Tierra del Fuego,,,provincia,72,0,0
2020-04-05,TF,Tierra del Fuego,,,provincia,75,0,0
2020-04-06,TF,Tierra del Fuego,,,provincia,77,0,0
2020-04-07,TF,Tierra del Fuego,,,provincia,79,0,0
2020-04-08,TF,Tierra del Fuego,,,provincia,81,0,0
2020-04-09,TF,Tierra del Fuego,,,provincia,81,0,0
2020-04-10,TF,Tierra del Fuego,,,provincia,83,0,0
2020-04-11,TF,Tierra del Fuego,,,provincia,91,0,0
2020-04-12,TF,Tierra del Fuego,,,provincia,107,0,34
2020-04-14,TF,Tierra del Fuego,,,provincia,110,0,36
2020-04-16,TF,Tierra del Fuego,,,provincia,119,0,40
2020-04-18,TF,Tierra del Fuego,,,provincia,124,0,53
2020-04-22,TF,Tierra del Fuego,,,provincia,125,0,53
2020-05-03,TF,Tierra del Fuego,,,provincia,145,0,69
2020-05-07,TF,Tierra del Fuego,,,provincia,145,0,69
2020-05-09,TF,Tierra del Fuego,,,provincia,146,0,69
2020-05-10,TF,Tierra del Fuego,,,provincia,148,0,69
2020-05-11,TF,Tierra del Fuego,,,provincia,148,0,77
2020-05-15,TF,Tierra del Fuego,,,provincia,148,0,77
2020-05-19,TF,Tierra del Fuego,,,provincia,148,0,77
2020-05-25,TF,Tierra del Fuego,,,provincia,148,0,77
2020-05-27,TF,Tierra del Fuego,,,provincia,149,0,77
2020-06-10,TF,Tierra del Fuego,,,provincia,149,0,77
2020-06-11,TF,Tierra del Fuego,,,provincia,149,0,77
2020-06-12,TF,Tierra del Fuego,,,provincia,149,0,77
2020-06-13,TF,Tierra del Fuego,,,provincia,149,0,77
2020-06-14,TF,Tierra del Fuego,,,provincia,149,0,77
2020-06-15,TF,Tierra del Fuego,,,provincia,149,0,77
2020-06-16,TF,Tierra del Fuego,,,provincia,149,0,77
2020-06-17,TF,Tierra del Fuego,,,provincia,149,0,77
2020-06-18,TF,Tierra del Fuego,,,provincia,149,0,77
2020-06-19,TF,Tierra del Fuego,,,provincia,149,0,77
2020-06-20,TF,Tierra del Fuego,,,provincia,149,0,77
2020-06-21,TF,Tierra del Fuego,,,provincia,149,0,77
2020-06-22,TF,Tierra del Fuego,,,provincia,149,0,77
2020-06-23,TF,Tierra del Fuego,,,provincia,149,0,77
2020-06-24,TF,Tierra del Fuego,,,provincia,149,1,77
2020-06-25,TF,Tierra del Fuego,,,provincia,149,1,77
2020-06-26,TF,Tierra del Fuego,,,provincia,149,1,77
2020-06-27,TF,Tierra del Fuego,,,provincia,149,1,77
2020-06-28,TF,Tierra del Fuego,,,provincia,149,1,77
2020-06-29,TF,Tierra del Fuego,,,provincia,149,1,77
2020-06-30,TF,Tierra del Fuego,,,provincia,149,1,77
2020-07-01,TF,Tierra del Fuego,,,provincia,149,1,77
2020-07-02,TF,Tierra del Fuego,,,provincia,149,1,77
2020-07-03,TF,Tierra del Fuego,,,provincia,149,1,77
2020-07-04,TF,Tierra del Fuego,,,provincia,153,1,77
2020-07-05,TF,Tierra del Fuego,,,provincia,153,1,77
2020-07-06,TF,Tierra del Fuego,,,provincia,153,1,77
2020-07-07,TF,Tierra del Fuego,,,provincia,154,1,77
2020-07-08,TF,Tierra del Fuego,,,provincia,153,1,77
2020-07-09,TF,Tierra del Fuego,,,provincia,154,1,77
2020-07-10,TF,Tierra del Fuego,,,provincia,154,1,77
2020-07-11,TF,Tierra del Fuego,,,provincia,154,1,77
2020-07-12,TF,Tierra del Fuego,,,provincia,160,1,77
2020-07-13,TF,Tierra del Fuego,,,provincia,160,1,77
2020-07-14,TF,Tierra del Fuego,,,provincia,207,1,77
2020-07-15,TF,Tierra del Fuego,,,provincia,207,1,77
2020-07-16,TF,Tierra del Fuego,,,provincia,208,1,77
2020-07-17,TF,Tierra del Fuego,,,provincia,212,1,77
2020-07-18,TF,Tierra del Fuego,,,provincia,234,1,77
2020-07-19,TF,Tierra del Fuego,,,provincia,239,1,77
2020-07-20,TF,Tierra del Fuego,,,provincia,239,1,77
2020-07-21,TF,Tierra del Fuego,,,provincia,248,1,77
2020-07-22,TF,Tierra del Fuego,,,provincia,258,1,77
2020-07-23,TF,Tierra del Fuego,,,provincia,262,1,77
2020-07-24,TF,Tierra del Fuego,,,provincia,299,1,77
2020-07-25,TF,Tierra del Fuego,,,provincia,335,1,77
2020-07-26,TF,Tierra del Fuego,,,provincia,341,1,77
2020-07-27,TF,Tierra del Fuego,,,provincia,373,1,77
2020-07-28,TF,Tierra del Fuego,,,provincia,398,1,77
2020-07-29,TF,Tierra del Fuego,,,provincia,412,1,77
2020-07-30,TF,Tierra del Fuego,,,provincia,445,1,77
2020-07-31,TF,Tierra del Fuego,,,provincia,457,1,77
2020-08-01,TF,Tierra del Fuego,,,provincia,504,1,77
2020-08-02,TF,Tierra del Fuego,,,provincia,600,1,77
2020-08-03,TF,Tierra del Fuego,,,provincia,644,1,77
2020-08-04,TF,Tierra del Fuego,,,provincia,702,1,77
2020-08-05,TF,Tierra del Fuego,,,provincia,745,4,77
2020-08-06,TF,Tierra del Fuego,,,provincia,812,4,77
2020-08-07,TF,Tierra del Fuego,,,provincia,897,5,77
2020-08-08,TF,Tierra del Fuego,,,provincia,949,5,77
2020-08-09,TF,Tierra del Fuego,,,provincia,986,5,77
2020-08-10,TF,Tierra del Fuego,,,provincia,1054,8,77
2020-08-11,TF,Tierra del Fuego,,,provincia,1096,10,77
2020-08-12,TF,Tierra del Fuego,,,provincia,1142,11,77
2020-08-13,TF,Tierra del Fuego,,,provincia,1228,11,77
2020-08-14,TF,Tierra del Fuego,,,provincia,1276,15,77
2020-08-15,TF,Tierra del Fuego,,,provincia,1364,16,77
2020-08-16,TF,Tierra del Fuego,,,provincia,1421,17,77
2020-08-17,TF,Tierra del Fuego,,,provincia,1481,17,77
2020-08-18,TF,Tierra del Fuego,,,provincia,1491,18,77
2020-08-19,TF,Tierra del Fuego,,,provincia,1555,19,77
2020-08-20,TF,Tierra del Fuego,,,provincia,1602,19,77
2020-08-21,TF,Tierra del Fuego,,,provincia,1638,19,77
2020-08-22,TF,Tierra del Fuego,,,provincia,1672,19,77
2020-08-23,TF,Tierra del Fuego,,,provincia,1700,21,77
2020-08-24,TF,Tierra del Fuego,,,provincia,1754,22,77
2020-08-25,TF,Tierra del Fuego,,,provincia,1805,23,77
2020-08-26,TF,Tierra del Fuego,,,provincia,1856,24,77
2020-08-27,TF,Tierra del Fuego,,,provincia,1881,25,77
2020-08-28,TF,Tierra del Fuego,,,provincia,1910,26,77
2020-08-29,TF,Tierra del Fuego,,,provincia,1945,28,77
2020-08-30,TF,Tierra del Fuego,,,provincia,1984,28,77
2020-08-31,TF,Tierra del Fuego,,,provincia,2022,29,77
2020-09-01,TF,Tierra del Fuego,,,provincia,2104,32,77
2020-09-02,TF,Tierra del Fuego,,,provincia,2137,33,77
2020-09-03,TF,Tierra del Fuego,,,provincia,2235,33,77
2020-09-04,TF,Tierra del Fuego,,,provincia,2274,36,77
2020-09-05,TF,Tierra del Fuego,,,provincia,2298,38,77
2020-09-06,TF,Tierra del Fuego,,,provincia,2347,38,77
2020-09-07,TF,Tierra del Fuego,,,provincia,2402,38,77
2020-09-08,TF,Tierra del Fuego,,,provincia,2463,38,77
2020-09-09,TF,Tierra del Fuego,,,provincia,2532,39,77
2020-09-10,TF,Tierra del Fuego,,,provincia,2594,40,77
2020-09-11,TF,Tierra del Fuego,,,provincia,2637,42,77
2020-09-15,TF,Tierra del Fuego,,,provincia,2857,47,77
2020-09-16,TF,Tierra del Fuego,,,provincia,2903,50,77
2020-09-17,TF,Tierra del Fuego,,,provincia,2952,51,77
2020-09-18,TF,Tierra del Fuego,,,provincia,3022,52,77
2020-09-19,TF,Tierra del Fuego,,,provincia,3120,53,77
2020-09-20,TF,Tierra del Fuego,,,provincia,3199,53,77
2020-09-21,TF,Tierra del Fuego,,,provincia,3280,54,77
2020-09-22,TF,Tierra del Fuego,,,provincia,3358,56,77
2020-09-23,TF,Tierra del Fuego,,,provincia,3437,58,77
2020-09-24,TF,Tierra del Fuego,,,provincia,3505,59,77
