date,region_iso,region,province,city,place_type,cases,deaths,recovered
2020-03-03,NQ,Neuquén,,,provincia,0,0,0
2020-03-04,NQ,Neuquén,,,provincia,0,0,0
2020-03-05,NQ,Neuquén,,,provincia,0,0,0
2020-03-06,NQ,Neuquén,,,provincia,0,0,0
2020-03-07,NQ,Neuquén,,,provincia,0,0,0
2020-03-08,NQ,Neuquén,,,provincia,0,0,0
2020-03-09,NQ,Neuquén,,,provincia,0,0,0
2020-03-10,NQ,Neuquén,,,provincia,0,0,0
2020-03-11,NQ,Neuquén,,,provincia,0,0,0
2020-03-12,NQ,Neuquén,,,provincia,0,0,0
2020-03-13,NQ,Neuquén,,,provincia,0,0,0
2020-03-14,NQ,Neuquén,,,provincia,0,0,0
2020-03-15,NQ,Neuquén,,,provincia,0,0,0
2020-03-16,NQ,Neuquén,,,provincia,0,0,0
2020-03-17,NQ,Neuquén,,,provincia,0,0,0
2020-03-18,NQ,Neuquén,,,provincia,0,0,0
2020-03-19,NQ,Neuquén,,,provincia,0,0,0
2020-03-20,NQ,Neuquén,,,provincia,2,0,0
2020-03-21,NQ,Neuquén,,,provincia,2,0,0
2020-03-22,NQ,Neuquén,,,provincia,2,0,0
2020-03-23,NQ,Neuquén,,,provincia,2,0,0
2020-03-24,NQ,Neuquén,,,provincia,3,0,0
2020-03-25,NQ,Neuquén,,,provincia,4,0,0
2020-03-26,NQ,Neuquén,,,provincia,7,0,0
2020-03-27,NQ,Neuquén,,,provincia,10,0,0
2020-03-28,NQ,Neuquén,,,provincia,12,0,0
2020-03-29,NQ,Neuquén,,,provincia,12,0,0
2020-03-30,NQ,Neuquén,,,provincia,20,1,0
2020-03-31,NQ,Neuquén,,,provincia,20,1,0
2020-04-01,NQ,Neuquén,,,provincia,24,2,0
2020-04-02,NQ,Neuquén,,,provincia,28,2,0
2020-04-03,NQ,Neuquén,,,provincia,29,2,0
2020-04-04,NQ,Neuquén,,,provincia,33,2,0
2020-04-05,NQ,Neuquén,,,provincia,44,2,0
2020-04-06,NQ,Neuquén,,,provincia,50,3,0
2020-04-07,NQ,Neuquén,,,provincia,53,3,0
2020-04-08,NQ,Neuquén,,,provincia,70,4,0
2020-04-09,NQ,Neuquén,,,provincia,77,4,0
2020-04-10,NQ,Neuquén,,,provincia,84,4,0
2020-04-11,NQ,Neuquén,,,provincia,85,4,0
2020-04-12,NQ,Neuquén,,,provincia,90,4,2
2020-04-14,NQ,Neuquén,,,provincia,91,4,2
2020-04-16,NQ,Neuquén,,,provincia,93,4,2
2020-04-18,NQ,Neuquén,,,provincia,102,4,15
2020-04-22,NQ,Neuquén,,,provincia,104,4,15
2020-05-03,NQ,Neuquén,,,provincia,110,5,22
2020-05-07,NQ,Neuquén,,,provincia,110,5,22
2020-05-09,NQ,Neuquén,,,provincia,111,5,22
2020-05-11,NQ,Neuquén,,,provincia,111,5,22
2020-05-12,NQ,Neuquén,,,provincia,111,5,39
2020-05-13,NQ,Neuquén,,,provincia,113,5,39
2020-05-14,NQ,Neuquén,,,provincia,114,5,39
2020-05-15,NQ,Neuquén,,,provincia,114,5,39
2020-05-19,NQ,Neuquén,,,provincia,114,5,39
2020-05-24,NQ,Neuquén,,,provincia,115,5,39
2020-05-25,NQ,Neuquén,,,provincia,116,5,39
2020-05-26,NQ,Neuquén,,,provincia,123,5,39
2020-05-27,NQ,Neuquén,,,provincia,125,5,39
2020-05-28,NQ,Neuquén,,,provincia,128,5,39
2020-05-29,NQ,Neuquén,,,provincia,130,5,39
2020-05-30,NQ,Neuquén,,,provincia,131,5,39
2020-05-31,NQ,Neuquén,,,provincia,134,5,39
2020-06-01,NQ,Neuquén,,,provincia,137,5,39
2020-06-02,NQ,Neuquén,,,provincia,140,5,39
2020-06-03,NQ,Neuquén,,,provincia,150,5,39
2020-06-05,NQ,Neuquén,,,provincia,151,5,39
2020-06-06,NQ,Neuquén,,,provincia,152,5,39
2020-06-09,NQ,Neuquén,,,provincia,157,5,39
2020-06-10,NQ,Neuquén,,,provincia,167,5,39
2020-06-11,NQ,Neuquén,,,provincia,181,5,39
2020-06-12,NQ,Neuquén,,,provincia,187,5,39
2020-06-13,NQ,Neuquén,,,provincia,200,5,39
