date,region_iso,region,province,city,place_type,cases,deaths,recovered
2020-03-03,ER,Entre Rios,,,provincia,0,0,0
2020-03-04,ER,Entre Rios,,,provincia,0,0,0
2020-03-05,ER,Entre Rios,,,provincia,0,0,0
2020-03-06,ER,Entre Rios,,,provincia,0,0,0
2020-03-07,ER,Entre Rios,,,provincia,0,0,0
2020-03-08,ER,Entre Rios,,,provincia,0,0,0
2020-03-09,ER,Entre Rios,,,provincia,0,0,0
2020-03-10,ER,Entre Rios,,,provincia,0,0,0
2020-03-11,ER,Entre Rios,,,provincia,0,0,0
2020-03-12,ER,Entre Rios,,,provincia,0,0,0
2020-03-13,ER,Entre Rios,,,provincia,0,0,0
2020-03-14,ER,Entre Rios,,,provincia,0,0,0
2020-03-15,ER,Entre Rios,,,provincia,0,0,0
2020-03-16,ER,Entre Rios,,,provincia,0,0,0
2020-03-17,ER,Entre Rios,,,provincia,1,0,0
2020-03-18,ER,Entre Rios,,,provincia,2,0,0
2020-03-19,ER,Entre Rios,,,provincia,2,0,0
2020-03-20,ER,Entre Rios,,,provincia,3,0,0
2020-03-21,ER,Entre Rios,,,provincia,3,0,0
2020-03-22,ER,Entre Rios,,,provincia,3,0,0
2020-03-23,ER,Entre Rios,,,provincia,3,0,0
2020-03-24,ER,Entre Rios,,,provincia,3,0,0
2020-03-25,ER,Entre Rios,,,provincia,6,0,0
2020-03-26,ER,Entre Rios,,,provincia,6,0,0
2020-03-27,ER,Entre Rios,,,provincia,10,0,0
2020-03-28,ER,Entre Rios,,,provincia,10,0,0
2020-03-29,ER,Entre Rios,,,provincia,10,0,0
2020-03-30,ER,Entre Rios,,,provincia,13,0,0
2020-03-31,ER,Entre Rios,,,provincia,13,0,0
2020-04-01,ER,Entre Rios,,,provincia,14,0,0
2020-04-02,ER,Entre Rios,,,provincia,16,0,0
2020-04-03,ER,Entre Rios,,,provincia,18,0,0
2020-04-04,ER,Entre Rios,,,provincia,18,0,0
2020-04-05,ER,Entre Rios,,,provincia,19,0,0
2020-04-06,ER,Entre Rios,,,provincia,19,0,0
2020-04-07,ER,Entre Rios,,,provincia,20,0,0
2020-04-08,ER,Entre Rios,,,provincia,20,0,0
2020-04-09,ER,Entre Rios,,,provincia,22,0,0
2020-04-10,ER,Entre Rios,,,provincia,22,0,0
2020-04-11,ER,Entre Rios,,,provincia,22,0,0
2020-04-12,ER,Entre Rios,,,provincia,21,0,10
2020-04-14,ER,Entre Rios,,,provincia,21,0,10
2020-04-16,ER,Entre Rios,,,provincia,22,0,10
2020-04-18,ER,Entre Rios,,,provincia,22,0,10
2020-04-22,ER,Entre Rios,,,provincia,22,0,10
2020-05-05,ER,Entre Rios,,,provincia,28,0,13
2020-05-07,ER,Entre Rios,,,provincia,28,0,13
2020-05-09,ER,Entre Rios,,,provincia,28,0,13
2020-05-11,ER,Entre Rios,,,provincia,28,0,17
2020-05-13,ER,Entre Rios,,,provincia,29,0,17
2020-05-14,ER,Entre Rios,,,provincia,30,0,17
2020-05-15,ER,Entre Rios,,,provincia,30,0,17
2020-05-19,ER,Entre Rios,,,provincia,30,0,17
2020-05-25,ER,Entre Rios,,,provincia,29,0,17
2020-05-28,ER,Entre Rios,,,provincia,30,0,17
2020-05-30,ER,Entre Rios,,,provincia,31,0,17
2020-06-02,ER,Entre Rios,,,provincia,33,0,17
2020-06-03,ER,Entre Rios,,,provincia,35,0,17
2020-06-05,ER,Entre Rios,,,provincia,39,0,17
2020-06-06,ER,Entre Rios,,,provincia,49,0,17
2020-06-07,ER,Entre Rios,,,provincia,51,0,17
2020-06-08,ER,Entre Rios,,,provincia,53,0,17
2020-06-09,ER,Entre Rios,,,provincia,55,0,17
2020-06-10,ER,Entre Rios,,,provincia,59,0,17
2020-06-11,ER,Entre Rios,,,provincia,65,0,17
2020-06-12,ER,Entre Rios,,,provincia,69,0,17
2020-06-13,ER,Entre Rios,,,provincia,71,0,17
2020-06-14,ER,Entre Rios,,,provincia,86,0,17
2020-06-15,ER,Entre Rios,,,provincia,88,0,17
2020-06-16,ER,Entre Rios,,,provincia,100,0,17
2020-06-17,ER,Entre Rios,,,provincia,105,0,17
2020-06-18,ER,Entre Rios,,,provincia,111,0,17
2020-06-19,ER,Entre Rios,,,provincia,115,0,17
2020-06-20,ER,Entre Rios,,,provincia,134,0,17
2020-06-21,ER,Entre Rios,,,provincia,144,0,17
2020-06-22,ER,Entre Rios,,,provincia,160,0,17
2020-06-23,ER,Entre Rios,,,provincia,177,0,17
2020-06-24,ER,Entre Rios,,,provincia,201,0,17
2020-06-25,ER,Entre Rios,,,provincia,218,0,17
2020-06-26,ER,Entre Rios,,,provincia,237,0,17
2020-06-27,ER,Entre Rios,,,provincia,249,0,17
2020-06-28,ER,Entre Rios,,,provincia,273,0,17
2020-06-29,ER,Entre Rios,,,provincia,278,0,17
2020-06-30,ER,Entre Rios,,,provincia,284,0,17
2020-07-01,ER,Entre Rios,,,provincia,293,0,17
2020-07-02,ER,Entre Rios,,,provincia,307,0,17
2020-07-03,ER,Entre Rios,,,provincia,318,0,17
2020-07-04,ER,Entre Rios,,,provincia,323,0,17
2020-07-05,ER,Entre Rios,,,provincia,329,0,17
2020-07-06,ER,Entre Rios,,,provincia,334,0,17
2020-07-07,ER,Entre Rios,,,provincia,344,0,17
2020-07-08,ER,Entre Rios,,,provincia,355,0,17
2020-07-09,ER,Entre Rios,,,provincia,376,0,17
2020-07-10,ER,Entre Rios,,,provincia,401,0,17
2020-07-11,ER,Entre Rios,,,provincia,432,0,17
2020-07-12,ER,Entre Rios,,,provincia,492,0,17
2020-07-13,ER,Entre Rios,,,provincia,534,0,17
2020-07-14,ER,Entre Rios,,,provincia,556,0,17
2020-07-15,ER,Entre Rios,,,provincia,565,4,17
2020-07-16,ER,Entre Rios,,,provincia,576,4,17
2020-07-17,ER,Entre Rios,,,provincia,600,5,17
2020-07-18,ER,Entre Rios,,,provincia,615,5,17
2020-07-19,ER,Entre Rios,,,provincia,631,5,17
2020-07-20,ER,Entre Rios,,,provincia,649,5,17
2020-07-21,ER,Entre Rios,,,provincia,656,6,17
2020-07-22,ER,Entre Rios,,,provincia,680,6,17
2020-07-23,ER,Entre Rios,,,provincia,711,6,17
2020-07-24,ER,Entre Rios,,,provincia,722,6,17
2020-07-25,ER,Entre Rios,,,provincia,740,6,17
2020-07-26,ER,Entre Rios,,,provincia,761,6,17
2020-07-27,ER,Entre Rios,,,provincia,765,7,17
2020-07-28,ER,Entre Rios,,,provincia,769,7,17
2020-07-29,ER,Entre Rios,,,provincia,784,7,17
2020-07-30,ER,Entre Rios,,,provincia,804,7,17
2020-07-31,ER,Entre Rios,,,provincia,813,8,17
2020-08-01,ER,Entre Rios,,,provincia,827,8,17
2020-08-02,ER,Entre Rios,,,provincia,847,8,17
2020-08-03,ER,Entre Rios,,,provincia,876,9,17
2020-08-04,ER,Entre Rios,,,provincia,898,9,17
2020-08-05,ER,Entre Rios,,,provincia,940,11,17
2020-08-06,ER,Entre Rios,,,provincia,999,11,17
2020-08-07,ER,Entre Rios,,,provincia,1056,12,17
2020-08-08,ER,Entre Rios,,,provincia,1087,12,17
2020-08-09,ER,Entre Rios,,,provincia,1164,12,17
2020-08-10,ER,Entre Rios,,,provincia,1209,12,17
2020-08-11,ER,Entre Rios,,,provincia,1244,14,17
2020-08-12,ER,Entre Rios,,,provincia,1310,15,17
2020-08-13,ER,Entre Rios,,,provincia,1365,17,17
2020-08-14,ER,Entre Rios,,,provincia,1465,19,17
2020-08-15,ER,Entre Rios,,,provincia,1529,22,17
2020-08-16,ER,Entre Rios,,,provincia,1631,23,17
2020-08-17,ER,Entre Rios,,,provincia,1704,25,17
2020-08-18,ER,Entre Rios,,,provincia,1750,26,17
2020-08-19,ER,Entre Rios,,,provincia,1810,26,17
2020-08-20,ER,Entre Rios,,,provincia,1861,27,17
2020-08-21,ER,Entre Rios,,,provincia,1997,28,17
2020-08-22,ER,Entre Rios,,,provincia,2132,28,17
2020-08-23,ER,Entre Rios,,,provincia,2258,28,17
2020-08-24,ER,Entre Rios,,,provincia,2382,29,17
2020-08-25,ER,Entre Rios,,,provincia,2509,31,17
2020-08-26,ER,Entre Rios,,,provincia,2621,32,17
2020-08-27,ER,Entre Rios,,,provincia,2781,33,17
2020-08-28,ER,Entre Rios,,,provincia,2936,37,17
2020-08-29,ER,Entre Rios,,,provincia,3061,38,17
2020-08-30,ER,Entre Rios,,,provincia,3171,44,17
2020-08-31,ER,Entre Rios,,,provincia,3338,48,17
2020-09-01,ER,Entre Rios,,,provincia,3650,48,17
2020-09-02,ER,Entre Rios,,,provincia,3838,53,17
2020-09-03,ER,Entre Rios,,,provincia,3947,53,17
2020-09-04,ER,Entre Rios,,,provincia,4113,57,17
2020-09-05,ER,Entre Rios,,,provincia,4201,58,17
2020-09-06,ER,Entre Rios,,,provincia,4293,60,17
2020-09-07,ER,Entre Rios,,,provincia,4353,63,17
2020-09-08,ER,Entre Rios,,,provincia,4577,68,17
2020-09-09,ER,Entre Rios,,,provincia,4707,70,17
2020-09-10,ER,Entre Rios,,,provincia,4844,77,17
2020-09-11,ER,Entre Rios,,,provincia,4995,87,17
2020-09-15,ER,Entre Rios,,,provincia,5499,93,17
2020-09-16,ER,Entre Rios,,,provincia,5624,96,17
2020-09-17,ER,Entre Rios,,,provincia,5774,101,17
2020-09-18,ER,Entre Rios,,,provincia,5955,103,17
2020-09-19,ER,Entre Rios,,,provincia,6104,104,17
2020-09-20,ER,Entre Rios,,,provincia,6206,106,17
2020-09-21,ER,Entre Rios,,,provincia,6291,109,17
2020-09-22,ER,Entre Rios,,,provincia,6412,117,17
2020-09-23,ER,Entre Rios,,,provincia,6530,120,17
2020-09-24,ER,Entre Rios,,,provincia,6645,123,17
2020-09-25,ER,Entre Rios,,,provincia,6810,125,17
2020-09-26,ER,Entre Rios,,,provincia,6956,127,17
2020-09-27,ER,Entre Rios,,,provincia,7041,129,17
2020-09-28,ER,Entre Rios,,,provincia,7144,130,17
2020-09-29,ER,Entre Rios,,,provincia,7306,136,17
2020-09-30,ER,Entre Rios,,,provincia,7483,138,17
2020-10-01,ER,Entre Rios,,,provincia,7669,138,17
2020-10-02,ER,Entre Rios,,,provincia,7842,140,17
2020-10-03,ER,Entre Rios,,,provincia,7994,141,17
