date,region_iso,region,province,city,place_type,cases,deaths,recovered
2020-03-03,TU,Tucumán,,,provincia,0,0,0
2020-03-04,TU,Tucumán,,,provincia,0,0,0
2020-03-05,TU,Tucumán,,,provincia,0,0,0
2020-03-06,TU,Tucumán,,,provincia,0,0,0
2020-03-07,TU,Tucumán,,,provincia,0,0,0
2020-03-08,TU,Tucumán,,,provincia,0,0,0
2020-03-09,TU,Tucumán,,,provincia,0,0,0
2020-03-10,TU,Tucumán,,,provincia,0,0,0
2020-03-11,TU,Tucumán,,,provincia,0,0,0
2020-03-12,TU,Tucumán,,,provincia,0,0,0
2020-03-13,TU,Tucumán,,,provincia,0,0,0
2020-03-14,TU,Tucumán,,,provincia,0,0,0
2020-03-15,TU,Tucumán,,,provincia,0,0,0
2020-03-16,TU,Tucumán,,,provincia,0,0,0
2020-03-17,TU,Tucumán,,,provincia,0,0,0
2020-03-18,TU,Tucumán,,,provincia,0,0,0
2020-03-19,TU,Tucumán,,,provincia,1,0,0
2020-03-20,TU,Tucumán,,,provincia,1,0,0
2020-03-21,TU,Tucumán,,,provincia,2,0,0
2020-03-22,TU,Tucumán,,,provincia,7,0,0
2020-03-23,TU,Tucumán,,,provincia,7,0,0
2020-03-24,TU,Tucumán,,,provincia,7,0,0
2020-03-25,TU,Tucumán,,,provincia,9,0,0
2020-03-26,TU,Tucumán,,,provincia,9,0,0
2020-03-27,TU,Tucumán,,,provincia,15,0,0
2020-03-28,TU,Tucumán,,,provincia,15,0,0
2020-03-29,TU,Tucumán,,,provincia,15,0,0
2020-03-30,TU,Tucumán,,,provincia,15,2,0
2020-03-31,TU,Tucumán,,,provincia,16,2,0
2020-04-01,TU,Tucumán,,,provincia,17,2,0
2020-04-02,TU,Tucumán,,,provincia,21,2,0
2020-04-03,TU,Tucumán,,,provincia,21,3,0
2020-04-04,TU,Tucumán,,,provincia,22,3,0
2020-04-05,TU,Tucumán,,,provincia,22,3,0
2020-04-06,TU,Tucumán,,,provincia,27,3,0
2020-04-07,TU,Tucumán,,,provincia,28,3,0
2020-04-08,TU,Tucumán,,,provincia,28,4,0
2020-04-09,TU,Tucumán,,,provincia,29,4,0
2020-04-10,TU,Tucumán,,,provincia,29,4,0
2020-04-11,TU,Tucumán,,,provincia,30,4,0
2020-04-12,TU,Tucumán,,,provincia,30,4,3
2020-04-14,TU,Tucumán,,,provincia,30,4,3
2020-04-16,TU,Tucumán,,,provincia,30,4,3
2020-04-18,TU,Tucumán,,,provincia,31,4,3
2020-04-22,TU,Tucumán,,,provincia,35,4,3
2020-05-04,TU,Tucumán,,,provincia,41,4,16
2020-05-07,TU,Tucumán,,,provincia,41,4,16
2020-05-09,TU,Tucumán,,,provincia,41,4,16
2020-05-11,TU,Tucumán,,,provincia,42,4,20
2020-05-15,TU,Tucumán,,,provincia,42,4,20
2020-05-19,TU,Tucumán,,,provincia,42,4,20
2020-05-21,TU,Tucumán,,,provincia,43,4,20
2020-05-23,TU,Tucumán,,,provincia,45,4,20
2020-05-25,TU,Tucumán,,,provincia,47,4,20
2020-05-30,TU,Tucumán,,,provincia,48,4,20
2020-06-04,TU,Tucumán,,,provincia,49,4,20
2020-06-08,TU,Tucumán,,,provincia,49,5,20
2020-06-10,TU,Tucumán,,,provincia,48,5,20
2020-06-11,TU,Tucumán,,,provincia,48,5,20
2020-06-12,TU,Tucumán,,,provincia,49,5,20
2020-06-13,TU,Tucumán,,,provincia,50,5,20
2020-06-14,TU,Tucumán,,,provincia,56,5,20
