date,iso,region,city,place_type,cases,deaths,recovered
2020-05-29,UY-CL,Cerro Largo,,departamento,1,,0
2020-05-30,UY-CL,Cerro Largo,,departamento,1,,0
2020-05-31,UY-CL,Cerro Largo,,departamento,1,,0
2020-06-01,UY-CL,Cerro Largo,,departamento,1,,0
2020-06-02,UY-CL,Cerro Largo,,departamento,1,,0
2020-06-03,UY-CL,Cerro Largo,,departamento,1,,0
2020-06-04,UY-CL,Cerro Largo,,departamento,1,,0
2020-06-05,UY-CL,Cerro Largo,,departamento,1,,0
2020-06-06,UY-CL,Cerro Largo,,departamento,1,,0
2020-06-07,UY-CL,Cerro Largo,,departamento,1,,0
2020-06-08,UY-CL,Cerro Largo,,departamento,1,,0
2020-06-09,UY-CL,Cerro Largo,,departamento,1,,0
2020-06-10,UY-CL,Cerro Largo,,departamento,1,,1
2020-06-11,UY-CL,Cerro Largo,,departamento,1,,1
2020-06-12,UY-CL,Cerro Largo,,departamento,1,,1
2020-06-13,UY-CL,Cerro Largo,,departamento,1,,1
2020-06-14,UY-CL,Cerro Largo,,departamento,1,,1
2020-06-15,UY-CL,Cerro Largo,,departamento,1,,1
2020-06-16,UY-CL,Cerro Largo,,departamento,1,,1
2020-06-17,UY-CL,Cerro Largo,,departamento,1,,1
2020-06-18,UY-CL,Cerro Largo,,departamento,1,,1
2020-06-19,UY-CL,Cerro Largo,,departamento,1,,1
2020-06-20,UY-CL,Cerro Largo,,departamento,1,,1
2020-06-21,UY-CL,Cerro Largo,,departamento,1,,1
2020-06-22,UY-CL,Cerro Largo,,departamento,1,,1
2020-06-23,UY-CL,Cerro Largo,,departamento,1,,1
2020-06-24,UY-CL,Cerro Largo,,departamento,1,,1
2020-06-25,UY-CL,Cerro Largo,,departamento,1,,1
2020-06-26,UY-CL,Cerro Largo,,departamento,1,,1
2020-06-27,UY-CL,Cerro Largo,,departamento,1,,1
2020-06-28,UY-CL,Cerro Largo,,departamento,1,,1
2020-06-29,UY-CL,Cerro Largo,,departamento,1,,1
2020-06-30,UY-CL,Cerro Largo,,departamento,1,,1
2020-07-01,UY-CL,Cerro Largo,,departamento,1,,1
2020-07-02,UY-CL,Cerro Largo,,departamento,1,,1
2020-07-03,UY-CL,Cerro Largo,,departamento,1,,1
2020-07-04,UY-CL,Cerro Largo,,departamento,1,,1
2020-07-05,UY-CL,Cerro Largo,,departamento,1,,1
2020-07-06,UY-CL,Cerro Largo,,departamento,1,,1
2020-07-07,UY-CL,Cerro Largo,,departamento,1,,1
2020-07-08,UY-CL,Cerro Largo,,departamento,2,,1
2020-07-09,UY-CL,Cerro Largo,,departamento,2,,1
2020-07-10,UY-CL,Cerro Largo,,departamento,6,,1
2020-07-11,UY-CL,Cerro Largo,,departamento,6,1,1
2020-07-12,UY-CL,Cerro Largo,,departamento,6,1,1
2020-07-13,UY-CL,Cerro Largo,,departamento,6,1,1
2020-07-14,UY-CL,Cerro Largo,,departamento,6,1,1
2020-07-15,UY-CL,Cerro Largo,,departamento,6,1,1
2020-07-16,UY-CL,Cerro Largo,,departamento,7,1,1
2020-07-17,UY-CL,Cerro Largo,,departamento,9,1,1
2020-07-18,UY-CL,Cerro Largo,,departamento,10,1,1
2020-07-19,UY-CL,Cerro Largo,,departamento,10,1,1
2020-07-20,UY-CL,Cerro Largo,,departamento,10,1,1
2020-07-21,UY-CL,Cerro Largo,,departamento,10,1,1
2020-07-22,UY-CL,Cerro Largo,,departamento,10,1,1
2020-07-23,UY-CL,Cerro Largo,,departamento,11,1,1
2020-07-24,UY-CL,Cerro Largo,,departamento,12,1,5
2020-07-25,UY-CL,Cerro Largo,,departamento,12,1,5
2020-07-26,UY-CL,Cerro Largo,,departamento,14,1,5
2020-07-27,UY-CL,Cerro Largo,,departamento,14,1,5
2020-07-28,UY-CL,Cerro Largo,,departamento,15,1,5
