date,iso,region,city,place_type,cases,deaths,recovered
2020-04-26,UY-CO,Colonia,,departamento,8,,6
2020-04-27,UY-CO,Colonia,,departamento,8,,6
2020-04-28,UY-CO,Colonia,,departamento,8,,6
2020-04-29,UY-CO,Colonia,,departamento,8,,6
2020-04-30,UY-CO,Colonia,,departamento,8,,6
2020-05-03,UY-CO,Colonia,,departamento,8,,6
2020-05-04,UY-CO,Colonia,,departamento,8,,6
2020-05-05,UY-CO,Colonia,,departamento,8,,6
2020-05-06,UY-CO,Colonia,,departamento,9,,6
2020-05-07,UY-CO,Colonia,,departamento,9,,6
2020-05-08,UY-CO,Colonia,,departamento,9,,7
2020-05-09,UY-CO,Colonia,,departamento,9,,7
2020-05-10,UY-CO,Colonia,,departamento,9,,7
2020-05-11,UY-CO,Colonia,,departamento,10,,8
2020-05-12,UY-CO,Colonia,,departamento,10,,8
2020-05-13,UY-CO,Colonia,,departamento,10,,8
2020-05-14,UY-CO,Colonia,,departamento,10,,8
2020-05-15,UY-CO,Colonia,,departamento,10,,8
2020-05-16,UY-CO,Colonia,,departamento,10,,8
2020-05-17,UY-CO,Colonia,,departamento,10,,8
2020-05-18,UY-CO,Colonia,,departamento,10,,8
2020-05-19,UY-CO,Colonia,,departamento,10,,8
2020-05-20,UY-CO,Colonia,,departamento,10,,8
2020-05-21,UY-CO,Colonia,,departamento,10,,8
2020-05-22,UY-CO,Colonia,,departamento,10,,9
2020-05-23,UY-CO,Colonia,,departamento,10,,9
2020-05-24,UY-CO,Colonia,,departamento,10,,9
2020-05-25,UY-CO,Colonia,,departamento,10,,9
2020-05-26,UY-CO,Colonia,,departamento,10,,10
2020-05-27,UY-CO,Colonia,,departamento,10,,10
2020-05-28,UY-CO,Colonia,,departamento,10,,10
2020-05-29,UY-CO,Colonia,,departamento,10,,10
2020-05-30,UY-CO,Colonia,,departamento,10,,10
2020-05-31,UY-CO,Colonia,,departamento,10,,10
2020-06-01,UY-CO,Colonia,,departamento,10,,10
2020-06-02,UY-CO,Colonia,,departamento,10,,10
2020-06-03,UY-CO,Colonia,,departamento,10,,10
2020-06-04,UY-CO,Colonia,,departamento,10,,10
2020-06-05,UY-CO,Colonia,,departamento,10,,10
2020-06-06,UY-CO,Colonia,,departamento,10,,10
2020-06-07,UY-CO,Colonia,,departamento,13,,10
2020-06-08,UY-CO,Colonia,,departamento,13,,10
2020-06-09,UY-CO,Colonia,,departamento,13,,10
2020-06-10,UY-CO,Colonia,,departamento,13,,10
2020-06-11,UY-CO,Colonia,,departamento,13,,10
2020-06-12,UY-CO,Colonia,,departamento,13,,10
2020-06-13,UY-CO,Colonia,,departamento,13,,10
2020-06-14,UY-CO,Colonia,,departamento,13,,10
2020-06-15,UY-CO,Colonia,,departamento,13,,10
2020-06-16,UY-CO,Colonia,,departamento,13,,10
2020-06-17,UY-CO,Colonia,,departamento,13,,11
2020-06-18,UY-CO,Colonia,,departamento,13,,12
2020-06-19,UY-CO,Colonia,,departamento,13,,12
2020-06-20,UY-CO,Colonia,,departamento,13,,12
2020-06-21,UY-CO,Colonia,,departamento,13,,12
2020-06-21,UY-CO,Colonia,,departamento,13,,12
2020-06-21,UY-CO,Colonia,,departamento,13,,12
