date,iso,region,city,place_type,cases,deaths,recovered
2020-04-26,UY-FS,Flores,,departamento,1,,1
2020-04-27,UY-FS,Flores,,departamento,1,,1
2020-04-28,UY-FS,Flores,,departamento,1,,1
2020-04-29,UY-FS,Flores,,departamento,1,,1
2020-04-30,UY-FS,Flores,,departamento,1,,1
2020-05-03,UY-FS,Flores,,departamento,1,,1
2020-05-04,UY-FS,Flores,,departamento,1,,1
2020-05-05,UY-FS,Flores,,departamento,1,,1
2020-05-06,UY-FS,Flores,,departamento,1,,1
2020-05-07,UY-FS,Flores,,departamento,1,,1
2020-05-08,UY-FS,Flores,,departamento,1,,1
2020-05-09,UY-FS,Flores,,departamento,1,,1
2020-05-10,UY-FS,Flores,,departamento,1,,1
2020-05-11,UY-FS,Flores,,departamento,1,,1
2020-05-12,UY-FS,Flores,,departamento,1,,1
2020-05-13,UY-FS,Flores,,departamento,1,,1
2020-05-14,UY-FS,Flores,,departamento,1,,1
2020-05-15,UY-FS,Flores,,departamento,1,,1
2020-05-16,UY-FS,Flores,,departamento,1,,1
