date,iso,region,city,place_type,cases,deaths,recovered
2020-04-26,CO-COR,Córdoba,,departamento,23,3,3
2020-04-27,CO-COR,Córdoba,,departamento,23,3,3
2020-04-28,CO-COR,Córdoba,,departamento,23,3,6
2020-04-29,CO-COR,Córdoba,,departamento,26,3,6
2020-04-30,CO-COR,Córdoba,,departamento,26,3,6
2020-05-01,CO-COR,Córdoba,,departamento,26,3,6
2020-05-02,CO-COR,Córdoba,,departamento,29,3,8
2020-05-03,CO-COR,Córdoba,,departamento,29,3,8
2020-05-04,CO-COR,Córdoba,,departamento,29,3,9
2020-05-05,CO-COR,Córdoba,,departamento,29,3,9
2020-05-06,CO-COR,Córdoba,,departamento,29,3,9
2020-05-07,CO-COR,Córdoba,,departamento,30,3,9
2020-05-08,CO-COR,Córdoba,,departamento,30,3,9
2020-05-09,CO-COR,Córdoba,,departamento,31,3,9
2020-05-10,CO-COR,Córdoba,,departamento,31,3,9
2020-05-11,CO-COR,Córdoba,,departamento,39,3,11
2020-05-12,CO-COR,Córdoba,,departamento,39,3,11
2020-05-13,CO-COR,Córdoba,,departamento,42,3,12
2020-05-14,CO-COR,Córdoba,,departamento,42,3,12
2020-05-15,CO-COR,Córdoba,,departamento,51,3,13
2020-05-16,CO-COR,Córdoba,,departamento,62,3,13
2020-05-17,CO-COR,Córdoba,,departamento,71,4,14
2020-05-18,CO-COR,Córdoba,,departamento,78,4,14
2020-05-19,CO-COR,Córdoba,,departamento,78,4,14
2020-05-20,CO-COR,Córdoba,,departamento,83,4,14
2020-05-21,CO-COR,Córdoba,,departamento,86,4,14
2020-05-22,CO-COR,Córdoba,,departamento,86,5,15
2020-05-23,CO-COR,Córdoba,,departamento,87,5,18
2020-05-24,CO-COR,Córdoba,,departamento,88,5,19
2020-05-25,CO-COR,Córdoba,,departamento,91,5,20
2020-05-26,CO-COR,Córdoba,,departamento,92,5,20
2020-05-27,CO-COR,Córdoba,,departamento,93,6,21
2020-05-28,CO-COR,Córdoba,,departamento,96,6,23
2020-05-29,CO-COR,Córdoba,,departamento,101,6,25
2020-05-30,CO-COR,Córdoba,,departamento,110,6,27
2020-05-31,CO-COR,Córdoba,,departamento,121,6,27
2020-06-01,CO-COR,Córdoba,,departamento,124,7,38
2020-06-02,CO-COR,Córdoba,,departamento,135,7,46
2020-06-03,CO-COR,Córdoba,,departamento,135,7,48
2020-06-04,CO-COR,Córdoba,,departamento,163,7,56
2020-06-05,CO-COR,Córdoba,,departamento,172,8,57
2020-06-06,CO-COR,Córdoba,,departamento,195,9,64
2020-06-07,CO-COR,Córdoba,,departamento,210,10,65
2020-06-08,CO-COR,Córdoba,,departamento,226,10,66
2020-06-09,CO-COR,Córdoba,,departamento,226,10,66
2020-06-10,CO-COR,Córdoba,,departamento,231,13,68
2020-06-11,CO-COR,Córdoba,,departamento,235,13,68
2020-06-12,CO-COR,Córdoba,,departamento,235,13,68
2020-06-13,CO-COR,Córdoba,,departamento,248,13,71
2020-06-14,CO-COR,Córdoba,,departamento,253,13,78
2020-06-15,CO-COR,Córdoba,,departamento,277,13,79
2020-06-16,CO-COR,Córdoba,,departamento,279,16,81
2020-06-17,CO-COR,Córdoba,,departamento,303,17,84
2020-06-18,CO-COR,Córdoba,,departamento,311,17,88
2020-06-19,CO-COR,Córdoba,,departamento,379,17,98
2020-06-20,CO-COR,Córdoba,,departamento,407,17,100
2020-06-21,CO-COR,Córdoba,,departamento,423,19,104
