date,iso,region,city,place_type,cases,deaths,recovered
2020-04-26,CO-RIS,Risaralda,,departamento,180,5,32
2020-04-27,CO-RIS,Risaralda,,departamento,185,6,40
2020-04-28,CO-RIS,Risaralda,,departamento,185,6,39
2020-04-29,CO-RIS,Risaralda,,departamento,191,6,40
2020-04-30,CO-RIS,Risaralda,,departamento,193,6,43
2020-05-01,CO-RIS,Risaralda,,departamento,199,7,43
2020-05-02,CO-RIS,Risaralda,,departamento,203,7,46
2020-05-03,CO-RIS,Risaralda,,departamento,208,7,61
2020-05-04,CO-RIS,Risaralda,,departamento,211,8,67
2020-05-05,CO-RIS,Risaralda,,departamento,211,8,67
2020-05-06,CO-RIS,Risaralda,,departamento,211,8,70
2020-05-07,CO-RIS,Risaralda,,departamento,212,8,80
2020-05-08,CO-RIS,Risaralda,,departamento,212,8,92
2020-05-09,CO-RIS,Risaralda,,departamento,214,8,102
2020-05-10,CO-RIS,Risaralda,,departamento,216,8,114
2020-05-11,CO-RIS,Risaralda,,departamento,216,8,120
