date,iso,province,city,place_type,cases,deaths,recovered
2020-01-25,YT,Yukon,,territory,0,,
2020-01-26,YT,Yukon,,territory,0,,
2020-01-27,YT,Yukon,,territory,0,,
2020-01-28,YT,Yukon,,territory,0,,
2020-01-29,YT,Yukon,,territory,0,,
2020-01-30,YT,Yukon,,territory,0,,
2020-01-31,YT,Yukon,,territory,0,,
2020-02-01,YT,Yukon,,territory,0,,
2020-02-02,YT,Yukon,,territory,0,,
2020-02-03,YT,Yukon,,territory,0,,
2020-02-04,YT,Yukon,,territory,0,,
2020-02-05,YT,Yukon,,territory,0,,
2020-02-06,YT,Yukon,,territory,0,,
2020-02-07,YT,Yukon,,territory,0,,
2020-02-08,YT,Yukon,,territory,0,,
2020-02-09,YT,Yukon,,territory,0,,
2020-02-10,YT,Yukon,,territory,0,,
2020-02-11,YT,Yukon,,territory,0,,
2020-02-12,YT,Yukon,,territory,0,,0
2020-02-13,YT,Yukon,,territory,0,,0
2020-02-14,YT,Yukon,,territory,0,,0
2020-02-15,YT,Yukon,,territory,0,,0
2020-02-16,YT,Yukon,,territory,0,,0
2020-02-17,YT,Yukon,,territory,0,,0
2020-02-18,YT,Yukon,,territory,0,,0
2020-02-19,YT,Yukon,,territory,0,,0
2020-02-20,YT,Yukon,,territory,0,,0
2020-02-21,YT,Yukon,,territory,0,,0
2020-02-22,YT,Yukon,,territory,0,,0
2020-02-23,YT,Yukon,,territory,0,,0
2020-02-24,YT,Yukon,,territory,0,,0
2020-02-25,YT,Yukon,,territory,0,,0
2020-02-26,YT,Yukon,,territory,0,,0
2020-02-27,YT,Yukon,,territory,0,,0
2020-02-28,YT,Yukon,,territory,0,,0
2020-02-29,YT,Yukon,,territory,0,,0
2020-03-01,YT,Yukon,,territory,0,,0
2020-03-02,YT,Yukon,,territory,0,,0
2020-03-03,YT,Yukon,,territory,0,,0
2020-03-04,YT,Yukon,,territory,0,,0
2020-03-05,YT,Yukon,,territory,0,,0
2020-03-06,YT,Yukon,,territory,0,,0
2020-03-07,YT,Yukon,,territory,0,,0
2020-03-08,YT,Yukon,,territory,0,0,0
2020-03-09,YT,Yukon,,territory,0,0,0
2020-03-10,YT,Yukon,,territory,0,0,0
2020-03-11,YT,Yukon,,territory,0,0,0
2020-03-12,YT,Yukon,,territory,0,0,0
2020-03-13,YT,Yukon,,territory,0,0,0
2020-03-14,YT,Yukon,,territory,0,0,0
2020-03-15,YT,Yukon,,territory,0,0,0
2020-03-16,YT,Yukon,,territory,0,0,0
2020-03-17,YT,Yukon,,territory,0,0,0
2020-03-18,YT,Yukon,,territory,0,0,0
2020-03-19,YT,Yukon,,territory,0,0,0
2020-03-20,YT,Yukon,,territory,0,0,0
