date,region,city,place_type,iso,cases,deaths,hospitalized,critical
2020-04-02,Región de Murcia,,autonomous_community,MC,1145,46,405,72
2020-04-01,Región de Murcia,,autonomous_community,MC,1084,42,389,68
2020-03-31,Región de Murcia,,autonomous_community,MC,1041,37,304,59
2020-03-30,Región de Murcia,,autonomous_community,MC,974,34,283,59
2020-03-29,Región de Murcia,,autonomous_community,MC,939,25,265,58
2020-03-28,Región de Murcia,,autonomous_community,MC,872,20,260,58
2020-03-27,Región de Murcia,,autonomous_community,MC,802,17,231,58
2020-03-26,Región de Murcia,,autonomous_community,MC,714,15,209,53
2020-03-25,Región de Murcia,,autonomous_community,MC,596,8,172,36
2020-03-24,Región de Murcia,,autonomous_community,MC,477,5,127,33
2020-03-23,Región de Murcia,,autonomous_community,MC,385,3,99,26
2020-03-22,Región de Murcia,,autonomous_community,MC,345,2,80,23
2020-03-21,Región de Murcia,,autonomous_community,MC,296,1,78,16
2020-03-20,Región de Murcia,,autonomous_community,MC,240,1,61,14
2020-03-19,Región de Murcia,,autonomous_community,MC,204,0,47,11
2020-03-18,Región de Murcia,,autonomous_community,MC,167,0,36,6
2020-03-17,Región de Murcia,,autonomous_community,MC,122,0,22,4
2020-03-16,Región de Murcia,,autonomous_community,MC,97,0,18,3
2020-03-15,Región de Murcia,,autonomous_community,MC,77,0,13,2
2020-03-14,Región de Murcia,,autonomous_community,MC,71,0,13,2
2020-03-13,Región de Murcia,,autonomous_community,MC,47,0,8,2
2020-03-12,Región de Murcia,,autonomous_community,MC,35,0,8,2
2020-03-11,Región de Murcia,,autonomous_community,MC,26,0,5,1
2020-03-10,Región de Murcia,,autonomous_community,MC,11,0,4,0
2020-03-09,Región de Murcia,,autonomous_community,MC,9,0,,0
2020-03-08,Región de Murcia,,autonomous_community,MC,4,0,,0
2020-03-07,Región de Murcia,,autonomous_community,MC,1,,,
2020-03-06,Región de Murcia,,autonomous_community,MC,0,,,
2020-03-05,Región de Murcia,,autonomous_community,MC,0,,,
2020-03-04,Región de Murcia,,autonomous_community,MC,0,,,
2020-03-03,Región de Murcia,,autonomous_community,MC,0,,,
2020-03-02,Región de Murcia,,autonomous_community,MC,0,,,
2020-03-01,Región de Murcia,,autonomous_community,MC,,,,
2020-02-29,Región de Murcia,,autonomous_community,MC,,,,
2020-02-28,Región de Murcia,,autonomous_community,MC,,,,
2020-02-27,Región de Murcia,,autonomous_community,MC,,,,
2020-02-26,Región de Murcia,,autonomous_community,MC,,,,
2020-02-25,Región de Murcia,,autonomous_community,MC,,,,
2020-02-24,Región de Murcia,,autonomous_community,MC,,,,
2020-02-23,Región de Murcia,,autonomous_community,MC,,,,
2020-02-22,Región de Murcia,,autonomous_community,MC,,,,
2020-02-21,Región de Murcia,,autonomous_community,MC,,,,
2020-02-20,Región de Murcia,,autonomous_community,MC,,,,
